
# Curve 0 of 1, 182 points
# Curve title: "reported"
# x y type
-1  0  o
 88  0.5  i
 94  0.666667  i
 232  0.75  i
 253  0.8  i
 255  0.833333  i
 264  0.857143  i
 274  1  i
 279  1.42857  i
 280  1.57143  i
 284  1.57143  i
 285  1.57143  i
 286  1.57143  i
 287  1.57143  i
 288  1.71429  i
 289  2  i
 290  1.85714  i
 291  1.85714  i
 293  2.14286  i
 294  2.57143  i
 295  3.28571  i
 296  3.14286  i
 297  2.71429  i
 298  3.14286  i
 299  3.85714  i
 300  4  i
 301  3.85714  i
 302  3.85714  i
 303  4.42857  i
 304  4.57143  i
 305  5.28571  i
 306  4.85714  i
 307  5  i
 308  5.14286  i
 309  5.14286  i
 310  5.14286  i
 311  4.85714  i
 312  4.42857  i
 313  4.42857  i
 314  4.14286  i
 315  4.57143  i
 316  4  i
 317  3.42857  i
 318  3.42857  i
 319  3.57143  i
 320  3.57143  i
 321  3.71429  i
 322  3  i
 323  3  i
 324  3.14286  i
 325  3.28571  i
 326  2.57143  i
 327  2.42857  i
 328  2.14286  i
 329  2  i
 330  2  i
 331  2  i
 332  2  i
 333  1.85714  i
 334  2  i
 336  2  i
 337  2.42857  i
 338  2.42857  i
 339  2.85714  i
 340  2.71429  i
 342  3  i
 345  2.71429  i
 346  2.71429  i
 347  2.28571  i
 348  2.57143  i
 350  2.14286  i
 351  2  i
 352  1.71429  i
 353  1.85714  i
 354  1.71429  i
 355  1.71429  i
 356  1.42857  i
 357  1.57143  i
 358  1.85714  i
 359  1.85714  i
 360  1.71429  i
 361  1.85714  i
 362  2  i
 363  2  i
 364  2.14286  i
 365  2.14286  i
 366  2.14286  i
 367  2.42857  i
 368  2.57143  i
 370  3  i
 371  3.42857  i
 372  3.71429  i
 373  3.71429  i
 374  3.71429  i
 375  3.71429  i
 376  4.14286  i
 377  3.57143  i
 378  3.42857  i
 379  3  i
 380  3.42857  i
 381  3.85714  i
 382  3.71429  i
 383  3.14286  i
 384  3.28571  i
 385  3  i
 386  3.14286  i
 387  2.57143  i
 390  2.14286  i
 391  2.28571  i
 392  2.42857  i
 393  3  i
 394  3  i
 395  2.71429  i
 396  2.71429  i
 397  2.71429  i
 398  2.42857  i
 400  2.14286  i
 401  1.57143  i
 403  1.57143  i
 404  1.42857  i
 406  1.28571  i
 407  1.28571  i
 408  1.28571  i
 409  1.57143  i
 410  1.57143  i
 412  1.57143  i
 413  1.57143  i
 417  2  i
 418  2.14286  i
 419  2.57143  i
 420  2.28571  i
 421  2.28571  i
 423  2.28571  i
 424  2.28571  i
 425  2.14286  i
 426  2  i
 428  1.57143  i
 429  1.71429  i
 430  1.85714  i
 431  2.14286  i
 432  2.71429  i
 433  2.85714  i
 434  2.85714  i
 435  3.28571  i
 436  3.14286  i
 437  2.85714  i
 438  3  i
 439  3.14286  i
 440  2.85714  i
 441  3.42857  i
 442  3.85714  i
 444  4.28571  i
 445  4.42857  i
 446  4  i
 447  3.42857  i
 448  3.28571  i
 449  3.28571  i
 450  2.57143  i
 451  2.85714  i
 452  2.71429  i
 453  3.28571  i
 454  3.42857  i
 455  3.57143  i
 456  3.71429  i
 457  3.85714  i
 458  3.42857  i
 459  3.57143  i
 460  2.85714  i
 461  2.85714  i
 462  3  i
 463  2.57143  i
 464  2.28571  i
 465  2  i
 467  1.85714  i
 468  2  i
 469  1.85714  i
 471  1.57143  i
 472  1.57143  i
 477  1.85714  i
 478  2  i
 479  2  i
 480  1.85714  i

