
# Curve 0 of 1, 152 points
# Curve title: "1st dose"
# x y xlow xhigh type
-1  167286 -1 -1  i
 366  8  366  366  i
 367  45  367  367  i
 368  32  368  368  i
 369  74  369  369  i
 370  61  370  370  i
 371  121  371  371  i
 372  138  372  372  i
 373  97  373  373  i
 374  6  374  374  i
 375  1  375  375  i
 376  160  376  376  i
 377  112  377  377  i
 378  60  378  378  i
 379  137  379  379  i
 380  29  380  380  i
 383  98  383  383  i
 384  122  384  384  i
 385  67  385  385  i
 386  75  386  386  i
 387  32  387  387  i
 388  1  388  388  i
 389  2  389  389  i
 390  46  390  390  i
 391  93  391  391  i
 392  70  392  392  i
 393  37  393  393  i
 394  37  394  394  i
 396  0  396  396  i
 397  14  397  397  i
 398  51  398  398  i
 399  57  399  399  i
 400  28  400  400  i
 401  47  401  401  i
 404  17  404  404  i
 405  56  405  405  i
 406  161  406  406  i
 407  112  407  407  i
 408  27  408  408  i
 411  57  411  411  i
 412  59  412  412  i
 413  39  413  413  i
 414  92  414  414  i
 415  88  415  415  i
 418  77  418  418  i
 419  73  419  419  i
 420  59  420  420  i
 421  95  421  421  i
 422  25  422  422  i
 425  52  425  425  i
 426  38  426  426  i
 427  77  427  427  i
 428  46  428  428  i
 429  80  429  429  i
 430  22  430  430  i
 431  33  431  431  i
 432  315  432  432  i
 433  349  433  433  i
 434  186  434  434  i
 435  207  435  435  i
 436  297  436  436  i
 437  287  437  437  i
 438  153  438  438  i
 439  401  439  439  i
 440  361  440  440  i
 441  79  441  441  i
 442  61  442  442  i
 443  136  443  443  i
 444  67  444  444  i
 445  1  445  445  i
 446  18  446  446  i
 447  112  447  447  i
 448  75  448  448  i
 449  52  449  449  i
 450  3  450  450  i
 451  2  451  451  i
 452  1  452  452  i
 453  3  453  453  i
 454  7  454  454  i
 455  5  455  455  i
 456  19  456  456  i
 457  15  457  457  i
 458  2  458  458  i
 459  6  459  459  i
 460  2  460  460  i
 461  3  461  461  i
 462  25  462  462  i
 463  96  463  463  i
 464  98  464  464  i
 465  46  465  465  i
 466  41  466  466  i
 467  22  467  467  i
 468  31  468  468  i
 469  104  469  469  i
 470  203  470  470  i
 471  809  471  471  i
 472  124  472  472  i
 473  52  473  473  i
 474  42  474  474  i
 475  79  475  475  i
 476  95  476  476  i
 477  207  477  477  i
 478  278  478  478  i
 479  140  479  479  i
 480  43  480  480  i
 481  48  481  481  i
 482  40  482  482  i
 483  177  483  483  i
 484  130  484  484  i
 485  181  485  485  i
 486  29  486  486  i
 487  30  487  487  i
 488  68  488  488  i
 489  61  489  489  i
 490  112  490  490  i
 491  240  491  491  i
 492  183  492  492  i
 493  61  493  493  i
 494  29  494  494  i
 495  151  495  495  i
 496  149  496  496  i
 497  277  497  497  i
 498  581  498  498  i
 499  318  499  499  i
 500  309  500  500  i
 501  380  501  501  i
 502  1199  502  502  i
 503  1487  503  503  i
 504  2817  504  504  i
 505  1866  505  505  i
 506  977  506  506  i
 507  1180  507  507  i
 508  1174  508  508  i
 509  499  509  509  i
 510  1213  510  510  i
 511  2407  511  511  i
 512  1490  512  512  i
 513  921  513  513  i
 514  155  514  514  i
 515  403  515  515  i
 516  2076  516  516  i
 517  1005  517  517  i
 518  1285  518  518  i
 519  791  519  519  i
 520  913  520  520  i
 521  894  521  521  i
 522  439  522  522  i
 523  707  523  523  i
 524  697  524  524  i
 525  390  525  525  i
 526  313  526  526  i


