
# Curve 0 of 1, 178 points
# Curve title: "reported"
# x y type
-1  0  o
 87  0.5  i
 90  0.666667  i
 96  0.75  i
 107  1.2  i
 114  1.16667  i
 115  1.14286  i
 121  1.28571  i
 126  1.28571  i
 128  1.28571  i
 132  1.28571  i
 140  1  i
 148  1  i
 266  1  i
 267  1  i
 269  1  i
 270  1  i
 273  1.28571  i
 274  1.42857  i
 277  1.57143  i
 278  2  i
 279  2.14286  i
 280  2.28571  i
 283  2.42857  i
 286  2.14286  i
 287  2.14286  i
 290  2.42857  i
 291  2.28571  i
 292  2.28571  i
 293  2.42857  i
 294  2.71429  i
 295  2.71429  i
 296  2.57143  i
 297  2.57143  i
 298  2.85714  i
 299  3  i
 300  2.85714  i
 302  2.57143  i
 303  2.85714  i
 304  2.85714  i
 306  2.71429  i
 307  2.57143  i
 308  2.42857  i
 309  2.28571  i
 310  2.71429  i
 311  3  i
 313  3.14286  i
 314  3.28571  i
 315  2.85714  i
 316  2.85714  i
 317  3  i
 318  2.57143  i
 319  2.28571  i
 320  2.28571  i
 321  2  i
 323  2.28571  i
 324  2.28571  i
 325  2.14286  i
 326  2  i
 327  1.71429  i
 328  1.57143  i
 329  1.42857  i
 330  1.42857  i
 331  1.57143  i
 332  1.85714  i
 334  2  i
 335  2  i
 336  2  i
 337  2  i
 339  1.85714  i
 342  1.57143  i
 344  1.42857  i
 346  1.28571  i
 350  1.28571  i
 351  1.28571  i
 354  1.28571  i
 356  1.28571  i
 358  1.42857  i
 359  1.42857  i
 360  1.42857  i
 361  1.42857  i
 362  1.42857  i
 363  1.71429  i
 364  1.57143  i
 366  1.71429  i
 367  1.57143  i
 369  2.14286  i
 370  3.14286  i
 371  3.28571  i
 372  3.14286  i
 373  3.14286  i
 374  3.28571  i
 375  3.71429  i
 376  3.28571  i
 377  2.57143  i
 378  2.71429  i
 380  2.71429  i
 381  2.85714  i
 382  2.71429  i
 383  2.85714  i
 384  3  i
 385  3  i
 386  2.71429  i
 387  2.85714  i
 388  3.14286  i
 389  3.28571  i
 390  3.14286  i
 391  3.57143  i
 392  3.85714  i
 393  4  i
 394  4.14286  i
 395  4.42857  i
 396  4.57143  i
 397  5.28571  i
 398  5.57143  i
 399  5.57143  i
 400  6  i
 401  5.85714  i
 402  5.57143  i
 403  5.57143  i
 404  5.14286  i
 405  4.14286  i
 406  3.85714  i
 407  3.71429  i
 408  3.57143  i
 409  3.57143  i
 410  3  i
 411  2.42857  i
 412  3.57143  i
 413  4.14286  i
 414  4.85714  i
 415  5.28571  i
 416  5.42857  i
 417  5.71429  i
 418  6.14286  i
 419  5.71429  i
 420  5.57143  i
 421  5.14286  i
 422  5  i
 423  4.85714  i
 424  4.71429  i
 425  4.71429  i
 426  4.57143  i
 427  4  i
 428  3.57143  i
 429  3.14286  i
 430  3.28571  i
 431  3.28571  i
 432  3  i
 433  2.42857  i
 434  2.28571  i
 435  2.28571  i
 436  2.71429  i
 437  2.42857  i
 438  2.71429  i
 439  2.57143  i
 440  2.57143  i
 441  2.85714  i
 442  2.85714  i
 443  2.57143  i
 444  2.28571  i
 445  2.28571  i
 447  2.28571  i
 448  2.42857  i
 449  2.28571  i
 450  2.28571  i
 452  2.28571  i
 454  2.28571  i
 456  2  i
 457  1.85714  i
 458  1.71429  i
 460  1.57143  i
 462  1.28571  i
 464  1.14286  i
 465  1.42857  i
 467  1.28571  i
 471  1.28571  i
 479  1.28571  i

