
# Curve 0 of 1, 150 points
# Curve title: "2nd dose"
# x y xlow xhigh type
-1  47275 -1 -1  i
 369  0  369  369  i
 370  0  370  370  i
 371  0  371  371  i
 372  0  372  372  i
 373  0  373  373  i
 376  0  376  376  i
 377  0  377  377  i
 378  0  378  378  i
 379  0  379  379  i
 380  0  380  380  i
 381  0  381  381  i
 383  0  383  383  i
 384  0  384  384  i
 385  0  385  385  i
 386  0  386  386  i
 387  0  387  387  i
 390  42  390  390  i
 391  64  391  391  i
 392  57  392  392  i
 393  90  393  393  i
 394  61  394  394  i
 397  18  397  397  i
 398  29  398  398  i
 399  54  399  399  i
 400  45  400  400  i
 401  63  401  401  i
 402  0  402  402  i
 403  0  403  403  i
 404  19  404  404  i
 405  35  405  405  i
 406  62  406  406  i
 407  17  407  407  i
 408  39  408  408  i
 411  17  411  411  i
 412  17  412  412  i
 413  24  413  413  i
 414  7  414  414  i
 415  54  415  415  i
 416  0  416  416  i
 417  0  417  417  i
 418  27  418  418  i
 419  27  419  419  i
 420  20  420  420  i
 421  11  421  421  i
 422  22  422  422  i
 423  1  423  423  i
 424  0  424  424  i
 425  21  425  425  i
 426  13  426  426  i
 427  25  427  427  i
 428  32  428  428  i
 429  26  429  429  i
 430  0  430  430  i
 431  1  431  431  i
 432  16  432  432  i
 433  19  433  433  i
 434  21  434  434  i
 435  6  435  435  i
 436  39  436  436  i
 437  13  437  437  i
 438  0  438  438  i
 439  40  439  439  i
 440  20  440  440  i
 441  87  441  441  i
 442  39  442  442  i
 443  56  443  443  i
 444  5  444  444  i
 445  0  445  445  i
 446  49  446  446  i
 447  58  447  447  i
 448  45  448  448  i
 449  43  449  449  i
 450  46  450  450  i
 451  4  451  451  i
 452  2  452  452  i
 453  20  453  453  i
 454  22  454  454  i
 455  46  455  455  i
 456  49  456  456  i
 457  8  457  457  i
 458  4  458  458  i
 459  10  459  459  i
 460  12  460  460  i
 461  41  461  461  i
 462  17  462  462  i
 463  56  463  463  i
 464  62  464  464  i
 465  13  465  465  i
 466  25  466  466  i
 467  43  467  467  i
 468  55  468  468  i
 469  54  469  469  i
 470  43  470  470  i
 471  58  471  471  i
 472  9  472  472  i
 473  24  473  473  i
 474  30  474  474  i
 475  33  475  475  i
 476  73  476  476  i
 477  102  477  477  i
 478  23  478  478  i
 479  0  479  479  i
 480  1  480  480  i
 481  27  481  481  i
 482  14  482  482  i
 483  33  483  483  i
 484  21  484  484  i
 485  24  485  485  i
 487  17  487  487  i
 488  8  488  488  i
 489  23  489  489  i
 490  7  490  490  i
 491  8  491  491  i
 492  6  492  492  i
 493  0  493  493  i
 494  0  494  494  i
 495  15  495  495  i
 496  10  496  496  i
 497  15  497  497  i
 498  25  498  498  i
 499  9  499  499  i
 500  1  500  500  i
 501  10  501  501  i
 502  17  502  502  i
 503  14  503  503  i
 504  46  504  504  i
 505  44  505  505  i
 506  117  506  506  i
 507  38  507  507  i
 508  49  508  508  i
 509  89  509  509  i
 510  219  510  510  i
 511  197  511  511  i
 512  359  512  512  i
 513  262  513  513  i
 514  53  514  514  i
 515  35  515  515  i
 516  154  516  516  i
 517  241  517  517  i
 518  221  518  518  i
 519  286  519  519  i
 520  263  520  520  i
 521  26  521  521  i
 522  20  522  522  i
 523  162  523  523  i
 524  152  524  524  i
 525  135  525  525  i
 526  337  526  526  i


