01,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
02,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
03,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
04,CZ010,Y0T4,M,2,,Hlavní město Praha,do 5 let,muži
05,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
06,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
07,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
08,CZ010,Y0T4,M,3,,Hlavní město Praha,do 5 let,muži
09,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
10,CZ010,Y0T4,M,1,,Hlavní město Praha,do 5 let,muži
11,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
12,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
13,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
14,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
15,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
16,CZ010,Y0T4,M,1,,Hlavní město Praha,do 5 let,muži
17,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
18,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
19,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
20,CZ010,Y0T4,M,1,,Hlavní město Praha,do 5 let,muži
21,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
22,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
23,CZ010,Y0T4,M,1,,Hlavní město Praha,do 5 let,muži
24,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
25,CZ010,Y0T4,M,1,,Hlavní město Praha,do 5 let,muži
26,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
27,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
28,CZ010,Y0T4,M,0,,Hlavní město Praha,do 5 let,muži
29,CZ010,Y0T4,M,1,,Hlavní město Praha,do 5 let,muži
