01,CZ,Y0T4,T,4,P,Česká republika,do 5 let,celkem,předběžný údaj
01,CZ,Y0T4,M,1,P,Česká republika,do 5 let,muži,předběžný údaj
01,CZ,Y0T4,F,3,P,Česká republika,do 5 let,ženy,předběžný údaj
01,CZ,Y5T9,T,1,P,Česká republika,5 až 9 let,celkem,předběžný údaj
01,CZ,Y5T9,M,0,P,Česká republika,5 až 9 let,muži,předběžný údaj
01,CZ,Y5T9,F,1,P,Česká republika,5 až 9 let,ženy,předběžný údaj
01,CZ,Y10T14,T,1,P,Česká republika,10 až 14 let,celkem,předběžný údaj
01,CZ,Y10T14,M,0,P,Česká republika,10 až 14 let,muži,předběžný údaj
01,CZ,Y10T14,F,1,P,Česká republika,10 až 14 let,ženy,předběžný údaj
01,CZ,Y15T19,T,6,P,Česká republika,15 až 19 let,celkem,předběžný údaj
01,CZ,Y15T19,M,4,P,Česká republika,15 až 19 let,muži,předběžný údaj
01,CZ,Y15T19,F,2,P,Česká republika,15 až 19 let,ženy,předběžný údaj
01,CZ,Y20T24,T,2,P,Česká republika,20 až 24 let,celkem,předběžný údaj
01,CZ,Y20T24,M,1,P,Česká republika,20 až 24 let,muži,předběžný údaj
01,CZ,Y20T24,F,1,P,Česká republika,20 až 24 let,ženy,předběžný údaj
01,CZ,Y25T29,T,4,P,Česká republika,25 až 29 let,celkem,předběžný údaj
01,CZ,Y25T29,M,4,P,Česká republika,25 až 29 let,muži,předběžný údaj
01,CZ,Y25T29,F,0,P,Česká republika,25 až 29 let,ženy,předběžný údaj
01,CZ,Y30T34,T,9,P,Česká republika,30 až 34 let,celkem,předběžný údaj
01,CZ,Y30T34,M,5,P,Česká republika,30 až 34 let,muži,předběžný údaj
01,CZ,Y30T34,F,4,P,Česká republika,30 až 34 let,ženy,předběžný údaj
01,CZ,Y35T39,T,28,P,Česká republika,35 až 39 let,celkem,předběžný údaj
01,CZ,Y35T39,M,14,P,Česká republika,35 až 39 let,muži,předběžný údaj
01,CZ,Y35T39,F,14,P,Česká republika,35 až 39 let,ženy,předběžný údaj
01,CZ,Y40T44,T,33,P,Česká republika,40 až 44 let,celkem,předběžný údaj
01,CZ,Y40T44,M,23,P,Česká republika,40 až 44 let,muži,předběžný údaj
01,CZ,Y40T44,F,10,P,Česká republika,40 až 44 let,ženy,předběžný údaj
01,CZ,Y45T49,T,51,P,Česká republika,45 až 49 let,celkem,předběžný údaj
01,CZ,Y45T49,M,31,P,Česká republika,45 až 49 let,muži,předběžný údaj
01,CZ,Y45T49,F,20,P,Česká republika,45 až 49 let,ženy,předběžný údaj
01,CZ,Y50T54,T,67,P,Česká republika,50 až 54 let,celkem,předběžný údaj
01,CZ,Y50T54,M,48,P,Česká republika,50 až 54 let,muži,předběžný údaj
01,CZ,Y50T54,F,19,P,Česká republika,50 až 54 let,ženy,předběžný údaj
01,CZ,Y55T59,T,112,P,Česká republika,55 až 59 let,celkem,předběžný údaj
01,CZ,Y55T59,M,82,P,Česká republika,55 až 59 let,muži,předběžný údaj
01,CZ,Y55T59,F,30,P,Česká republika,55 až 59 let,ženy,předběžný údaj
01,CZ,Y60T64,T,193,P,Česká republika,60 až 64 let,celkem,předběžný údaj
01,CZ,Y60T64,M,132,P,Česká republika,60 až 64 let,muži,předběžný údaj
01,CZ,Y60T64,F,61,P,Česká republika,60 až 64 let,ženy,předběžný údaj
01,CZ,Y65T69,T,299,P,Česká republika,65 až 69 let,celkem,předběžný údaj
01,CZ,Y65T69,M,203,P,Česká republika,65 až 69 let,muži,předběžný údaj
01,CZ,Y65T69,F,96,P,Česká republika,65 až 69 let,ženy,předběžný údaj
01,CZ,Y70T74,T,563,P,Česká republika,70 až 74 let,celkem,předběžný údaj
01,CZ,Y70T74,M,342,P,Česká republika,70 až 74 let,muži,předběžný údaj
01,CZ,Y70T74,F,221,P,Česká republika,70 až 74 let,ženy,předběžný údaj
01,CZ,Y75T79,T,624,P,Česká republika,75 až 79 let,celkem,předběžný údaj
01,CZ,Y75T79,M,361,P,Česká republika,75 až 79 let,muži,předběžný údaj
01,CZ,Y75T79,F,263,P,Česká republika,75 až 79 let,ženy,předběžný údaj
01,CZ,Y80T84,T,658,P,Česká republika,80 až 84 let,celkem,předběžný údaj
01,CZ,Y80T84,M,318,P,Česká republika,80 až 84 let,muži,předběžný údaj
01,CZ,Y80T84,F,340,P,Česká republika,80 až 84 let,ženy,předběžný údaj
01,CZ,Y85T89,T,631,P,Česká republika,85 až 89 let,celkem,předběžný údaj
01,CZ,Y85T89,M,255,P,Česká republika,85 až 89 let,muži,předběžný údaj
01,CZ,Y85T89,F,376,P,Česká republika,85 až 89 let,ženy,předběžný údaj
01,CZ,Y_GE90,T,497,P,Česká republika,90 let a více,celkem,předběžný údaj
01,CZ,Y_GE90,M,163,P,Česká republika,90 let a více,muži,předběžný údaj
01,CZ,Y_GE90,F,334,P,Česká republika,90 let a více,ženy,předběžný údaj
01,CZ010,Y0T4,T,0,P,Hlavní město Praha,do 5 let,celkem,předběžný údaj
01,CZ010,Y0T4,M,0,P,Hlavní město Praha,do 5 let,muži,předběžný údaj
01,CZ010,Y0T4,F,0,P,Hlavní město Praha,do 5 let,ženy,předběžný údaj
01,CZ010,Y5T9,T,0,P,Hlavní město Praha,5 až 9 let,celkem,předběžný údaj
01,CZ010,Y5T9,M,0,P,Hlavní město Praha,5 až 9 let,muži,předběžný údaj
01,CZ010,Y5T9,F,0,P,Hlavní město Praha,5 až 9 let,ženy,předběžný údaj
01,CZ010,Y10T14,T,0,P,Hlavní město Praha,10 až 14 let,celkem,předběžný údaj
01,CZ010,Y10T14,M,0,P,Hlavní město Praha,10 až 14 let,muži,předběžný údaj
