 60  3  60  60  
 62  1  62  62  
 64  3  64  64  
 65  11  65  65  
 66  7  66  66  
 67  6  67  67  
 68  6  68  68  
 69  25  69  69  
 70  31  70  70  
 71  22  71  71  
 72  25  72  72  
 73  47  73  73  
 74  107  74  74  
 75  81  75  75  
 76  65  76  76  
 77  109  77  77  
 78  201  78  78  
 79  121  79  79  
 80  155  80  80  
 81  115  81  81  
 82  125  82  82  
 83  185  83  83  
 84  287  84  84  
 85  258  85  85  
 86  373  86  86  
 87  262  87  87  
 88  159  88  88  
 89  184  89  89  
 90  302  90  90  
 91  282  91  91  
 92  264  92  92  
 93  330  93  93  
 94  273  94  94  
 95  116  95  95  
 96  233  96  96  
 97  189  97  97  
 98  287  98  98  
 99  254  99  99  
 100  159  100  100  
 101  169  101  101  
 102  88  102  102  
 103  63  103  103  
 104  79  104  104  
 105  158  105  105  
 106  127  106  106  
 107  111  107  107  
 108  105  108  108  
 109  92  109  109  
 110  146  110  110  
 111  132  111  111  
 112  97  112  112  
 113  53  113  113  
 114  80  114  114  
 115  79  115  115  
 116  50  116  116  
 117  41  117  117  
 118  59  118  118  
 119  59  119  119  
 120  76  120  120  
 121  53  121  121  
 122  17  122  122  
 123  26  123  123  
 124  31  124  124  
 125  73  125  125  
 126  76  126  126  
 127  54  127  127  
 128  45  128  128  
 129  18  129  129  
 130  28  130  130  
 131  52  131  131  
 132  38  132  132  
 133  46  133  133  
 134  79  134  134  
 135  54  135  135  
 136  41  136  136  
 137  18  137  137  
 138  108  138  138  
 139  51  139  139  
 140  68  140  140  
 141  33  141  141  
 142  53  142  142  
 143  76  143  143  
 144  62  144  144  
 145  44  145  145  
 146  47  146  146  
 147  30  147  147  
 148  50  148  148  
 149  51  149  149  
 150  29  150  150  
 151  25  151  151  
 152  26  152  152  
 153  57  153  153  
 154  62  154  154  
 155  53  155  155  
 156  25  156  156  
 157  37  157  157  
 158  57  158  158  
 159  68  159  159  
 160  52  160  160  
 161  67  161  161  
 162  51  162  162  
 163  47  163  163  
 164  50  164  164  
 165  31  165  165  
 166  36  166  166  
 167  41  167  167  
 168  47  168  168  
 169  108  169  169  
 170  116  170  170  
 171  38  171  171  
 172  48  172  172  
 173  57  173  173  
 174  87  174  174  
 175  123  175  175  
 176  84  176  176  
 177  147  177  177  
 178  202  178  178  
 179  243  179  179  
 180  178  180  180  
 181  126  181  181  
 182  83  182  182  
 183  124  183  183  
 184  127  184  184  
 185  118  185  185  
 186  73  186  186  
 187  50  187  187  
 188  115  188  188  
 189  106  189  189  
 190  95  190  190  
 191  117  191  191  
 192  52  192  192  
 193  55  193  193  
 194  61  194  194  
 195  98  195  195  
 196  124  196  196  
 197  134  197  197  
 198  120  198  198  
 199  99  199  199  
 200  85  200  200  
 201  153  201  201  
 202  195  202  202  
 203  225  203  203  
 204  217  204  204  
 205  263  205  205  
 206  125  206  206  
 207  105  207  207  
 208  182  208  208  
 209  263  209  209  
 210  265  210  210  
 211  249  211  211  
 212  215  212  212  
 213  115  213  213  
 214  99  214  214  
 215  191  215  215  
 216  270  216  216  
 217  232  217  217  
 218  204  218  218  
 219  302  219  219  
 220  164  220  220  
 221  115  221  221  
 222  133  222  222  
 223  273  223  223  
 224  267  224  224  
 225  312  225  225  
 226  271  226  226  
 227  171  227  227  
 228  109  228  228  
 229  178  229  229  
 230  260  230  230  
 231  294  231  231  
 232  232  232  232  
 233  470  233  233  
 234  218  234  234  
 235  122  235  235  
 236  242  236  236  
 237  350  237  237  
 238  365  238  238  
 239  332  239  239  
 240  465  240  240  
 241  311  241  241  
 242  253  242  242  
 243  237  243  243  
 244  478  244  244  
 245  617  245  245  
 246  637  246  246  
 247  749  247  247  
 248  474  248  248  
 249  381  249  249  
 250  539  250  250  
 251  1090  251  251  
 252  1061  252  252  
 253  1292  253  253  
 254  1336  254  254  
 255  1427  255  255  
 256  744  256  256  
 257  959  257  257  
 258  1573  258  258  
 259  1987  259  259  
 260  2808  260  260  
 261  1881  261  261  
 262  1773  262  262  
 263  856  263  263  
 264  1322  264  264  
 265  2163  265  265  
 266  2043  266  266  
 267  2531  267  267  
 268  2862  268  268  
 269  1931  269  269  
 270  1274  270  270  
 271  1250  271  271  
 272  1921  272  272  
 273  2854  273  273  
 274  3442  274  274  
 275  3732  275  275  
 276  2510  276  276  
 277  1783  277  277  
 278  3027  278  278  
 279  4340  279  279  
 280  5147  280  280  
 281  5221  281  281  
 282  8338  282  282  
 283  4533  283  283  
 284  3017  284  284  
 285  4116  285  285  
 286  8002  286  286  
 287  9240  287  287  
 288  9312  288  288  
 289  10763  289  289  
 290  8549  290  290  
 291  4988  291  291  
 292  7894  292  292  
 293  11773  293  293  
 294  14725  294  294  
 295  13883  295  295  
 296  14927  296  296  
 297  12359  297  297  
 298  7209  298  298  
 299  10056  299  299  
 300  15334  300  300  
 301  12675  301  301  
 302  12867  302  302  
 303  13391  303  303  
 304  11293  304  304  
 305  6505  305  305  
 306  9131  306  306  
 307  11998  307  307  
 308  15638  308  308  
 309  13150  309  309  
 310  11477  310  310  
 311  7689  311  311  
 312  3588  312  312  
 313  6014  313  313  
 314  9004  314  314  
 315  8872  315  315  
 316  7819  316  316  
 317  7318  317  317  
 318  4181  318  318  
 319  1884  319  319  
 320  5337  320  320  
 321  4212  321  321  
 322  5482  322  322  
 323  6427  323  323  
 324  5757  324  324  
 325  3173  325  325  
 326  1496  326  326  
 327  4340  327  327  
 328  5824  328  328  
 329  4889  329  329  
 330  4004  330  330  
 331  4401  331  331  
 332  2620  332  332  
 333  1050  333  333  
 334  3521  334  334  
 335  5106  335  335  
 336  4497  336  336  
 337  4560  337  337  
 338  4688  338  338  
 339  3270  339  339  
 340  1087  340  340  
 341  4205  341  341  
 342  5795  342  342  
 343  6349  343  343  
 344  5811  344  344  
 345  6143  345  345  
 346  3595  346  346  
 347  1977  347  347  
 348  5125  348  348  
 349  7804  349  349  
 350  8148  350  350  
 351  7503  351  351  
 352  8697  352  352  
 353  5239  353  353  
 354  3365  354  354  
 355  7813  355  355  
 356  10837  356  356  
 357  14045  357  357  
 358  4331  358  358  
 359  2654  359  359  
 360  3009  360  360  
 361  3756  361  361  
 362  10877  362  362  
 363  16404  363  363  
 364  16939  364  364  
 365  13230  365  365  
 366  3425  366  366  
 367  4944  367  367  
 368  6214  368  368  
 369  12865  369  369  
 370  17258  370  370  
 371  17660  371  371  
 372  14792  372  372  
 373  13035  373  373  
