7,Y0T29,0
7,Y30T39,6
7,Y40T49,14
7,Y50T59,11
7,Y60T69,-15
7,Y70T79,31
7,Y80T89,-67
7,Y_GE90,4
14,Y0T29,-6
14,Y30T39,0
14,Y40T49,-3
14,Y50T59,23
14,Y60T69,-21
14,Y70T79,2
14,Y80T89,-10
14,Y_GE90,47
21,Y0T29,-2
21,Y30T39,2
21,Y40T49,0
21,Y50T59,-20
21,Y60T69,-22
21,Y70T79,16
21,Y80T89,-37
21,Y_GE90,-3
28,Y0T29,6
28,Y30T39,-14
28,Y40T49,12
28,Y50T59,3
28,Y60T69,-15
28,Y70T79,33
28,Y80T89,-37
28,Y_GE90,-16
35,Y0T29,-9
35,Y30T39,7
35,Y40T49,-14
35,Y50T59,-8
35,Y60T69,-64
35,Y70T79,-33
35,Y80T89,-57
35,Y_GE90,50
42,Y0T29,-2
42,Y30T39,-2
42,Y40T49,3
42,Y50T59,-35
42,Y60T69,-27
42,Y70T79,-43
42,Y80T89,-6
42,Y_GE90,20
49,Y0T29,-4
49,Y30T39,-3
49,Y40T49,-16
49,Y50T59,-21
49,Y60T69,-46
49,Y70T79,-52
49,Y80T89,-12
49,Y_GE90,36
56,Y0T29,-23
56,Y30T39,-13
56,Y40T49,0
56,Y50T59,-4
56,Y60T69,-54
56,Y70T79,-11
56,Y80T89,-52
56,Y_GE90,8
63,Y0T29,-6
63,Y30T39,-2
63,Y40T49,-1
63,Y50T59,-8
63,Y60T69,-11
63,Y70T79,-5
63,Y80T89,71
63,Y_GE90,9
70,Y0T29,-1
70,Y30T39,-2
70,Y40T49,-10
70,Y50T59,8
70,Y60T69,-16
70,Y70T79,-27
70,Y80T89,-60
70,Y_GE90,17
77,Y0T29,-7
77,Y30T39,-1
77,Y40T49,-5
77,Y50T59,-16
77,Y60T69,-4
77,Y70T79,52
77,Y80T89,14
77,Y_GE90,7
84,Y0T29,-2
84,Y30T39,0
84,Y40T49,0
84,Y50T59,23
84,Y60T69,14
84,Y70T79,28
84,Y80T89,30
84,Y_GE90,33
91,Y0T29,-8
91,Y30T39,5
91,Y40T49,0
91,Y50T59,20
91,Y60T69,8
91,Y70T79,58
91,Y80T89,70
91,Y_GE90,17
98,Y0T29,-16
98,Y30T39,3
98,Y40T49,17
98,Y50T59,21
98,Y60T69,-31
98,Y70T79,134
98,Y80T89,41
98,Y_GE90,22
105,Y0T29,-8
105,Y30T39,-8
105,Y40T49,-1
105,Y50T59,16
105,Y60T69,12
105,Y70T79,-7
105,Y80T89,24
105,Y_GE90,66
112,Y0T29,-12
112,Y30T39,8
112,Y40T49,2
112,Y50T59,6
112,Y60T69,-7
112,Y70T79,29
112,Y80T89,12
112,Y_GE90,-4
119,Y0T29,2
119,Y30T39,-4
119,Y40T49,-24
119,Y50T59,8
119,Y60T69,20
119,Y70T79,-64
119,Y80T89,-22
119,Y_GE90,12
126,Y0T29,-10
126,Y30T39,11
126,Y40T49,16
126,Y50T59,-21
126,Y60T69,-41
126,Y70T79,91
126,Y80T89,-7
126,Y_GE90,22
133,Y0T29,-8
133,Y30T39,-5
133,Y40T49,-22
133,Y50T59,8
133,Y60T69,-31
133,Y70T79,-3
133,Y80T89,4
133,Y_GE90,-38
140,Y0T29,-9
140,Y30T39,1
140,Y40T49,24
140,Y50T59,11
140,Y60T69,20
140,Y70T79,-43
140,Y80T89,-53
140,Y_GE90,52
147,Y0T29,2
147,Y30T39,3
147,Y40T49,-20
147,Y50T59,-13
147,Y60T69,-12
147,Y70T79,33
147,Y80T89,-52
147,Y_GE90,-17
154,Y0T29,-1
154,Y30T39,-2
154,Y40T49,5
154,Y50T59,-21
154,Y60T69,-86
154,Y70T79,-6
154,Y80T89,-57
154,Y_GE90,11
161,Y0T29,-13
161,Y30T39,-7
161,Y40T49,0
161,Y50T59,-1
161,Y60T69,7
161,Y70T79,92
161,Y80T89,27
161,Y_GE90,11
168,Y0T29,-7
168,Y30T39,1
168,Y40T49,-2
168,Y50T59,-6
168,Y60T69,-52
168,Y70T79,-19
168,Y80T89,-56
168,Y_GE90,-21
175,Y0T29,-13
175,Y30T39,8
175,Y40T49,-4
175,Y50T59,14
175,Y60T69,8
175,Y70T79,-14
175,Y80T89,9
175,Y_GE90,38
182,Y0T29,-15
182,Y30T39,-2
182,Y40T49,11
182,Y50T59,-1
182,Y60T69,-5
182,Y70T79,14
182,Y80T89,-15
182,Y_GE90,26
189,Y0T29,9
189,Y30T39,2
189,Y40T49,-3
189,Y50T59,-1
189,Y60T69,-12
189,Y70T79,-4
189,Y80T89,35
189,Y_GE90,40
196,Y0T29,8
196,Y30T39,-1
196,Y40T49,4
196,Y50T59,-11
196,Y60T69,-34
196,Y70T79,20
196,Y80T89,12
196,Y_GE90,42
203,Y0T29,6
203,Y30T39,-12
203,Y40T49,15
203,Y50T59,-10
203,Y60T69,2
203,Y70T79,24
203,Y80T89,-40
203,Y_GE90,-28
210,Y0T29,11
210,Y30T39,2
210,Y40T49,-12
210,Y50T59,29
210,Y60T69,3
210,Y70T79,-16
210,Y80T89,-65
210,Y_GE90,-37
217,Y0T29,6
217,Y30T39,-10
217,Y40T49,-6
217,Y50T59,29
217,Y60T69,17
217,Y70T79,64
217,Y80T89,70
217,Y_GE90,51
224,Y0T29,-1
224,Y30T39,14
224,Y40T49,-4
224,Y50T59,8
224,Y60T69,-17
224,Y70T79,63
224,Y80T89,77
224,Y_GE90,-3
231,Y0T29,-18
231,Y30T39,7
231,Y40T49,1
231,Y50T59,-1
231,Y60T69,70
231,Y70T79,61
231,Y80T89,9
231,Y_GE90,33
238,Y0T29,-6
238,Y30T39,2
238,Y40T49,11
238,Y50T59,16
238,Y60T69,-9
238,Y70T79,58
238,Y80T89,24
238,Y_GE90,-4
245,Y0T29,-6
245,Y30T39,-6
245,Y40T49,-10
245,Y50T59,-1
245,Y60T69,20
245,Y70T79,-59
