245,Y80T89,-51
245,Y_GE90,-4
252,Y0T29,-2
252,Y30T39,11
252,Y40T49,22
252,Y50T59,-6
252,Y60T69,43
252,Y70T79,66
252,Y80T89,-39
252,Y_GE90,24
259,Y0T29,-6
259,Y30T39,-2
259,Y40T49,1
259,Y50T59,18
259,Y60T69,-14
259,Y70T79,93
259,Y80T89,47
259,Y_GE90,5
266,Y0T29,12
266,Y30T39,-5
266,Y40T49,29
266,Y50T59,16
266,Y60T69,-42
266,Y70T79,39
266,Y80T89,118
266,Y_GE90,26
273,Y0T29,7
273,Y30T39,1
273,Y40T49,-2
273,Y50T59,17
273,Y60T69,21
273,Y70T79,78
273,Y80T89,112
273,Y_GE90,-2
280,Y0T29,3
280,Y30T39,-6
280,Y40T49,-1
280,Y50T59,17
280,Y60T69,32
280,Y70T79,67
280,Y80T89,52
280,Y_GE90,66
287,Y0T29,7
287,Y30T39,-8
287,Y40T49,22
287,Y50T59,-19
287,Y60T69,46
287,Y70T79,192
287,Y80T89,121
287,Y_GE90,51
294,Y0T29,-1
294,Y30T39,3
294,Y40T49,17
294,Y50T59,47
294,Y60T69,102
294,Y70T79,214
294,Y80T89,333
294,Y_GE90,137
301,Y0T29,-1
301,Y30T39,3
301,Y40T49,22
301,Y50T59,35
301,Y60T69,121
301,Y70T79,472
301,Y80T89,593
301,Y_GE90,261
308,Y0T29,-7
308,Y30T39,2
308,Y40T49,8
308,Y50T59,89
308,Y60T69,234
308,Y70T79,729
308,Y80T89,776
308,Y_GE90,321
315,Y0T29,1
315,Y30T39,19
315,Y40T49,15
315,Y50T59,58
315,Y60T69,167
315,Y70T79,642
315,Y80T89,902
315,Y_GE90,321
322,Y0T29,-10
322,Y30T39,8
322,Y40T49,13
322,Y50T59,37
322,Y60T69,126
322,Y70T79,591
322,Y80T89,575
322,Y_GE90,288
329,Y0T29,-10
329,Y30T39,6
329,Y40T49,11
329,Y50T59,63
329,Y60T69,99
329,Y70T79,413
329,Y80T89,461
329,Y_GE90,206
336,Y0T29,-2
336,Y30T39,4
336,Y40T49,29
336,Y50T59,32
336,Y60T69,96
336,Y70T79,323
336,Y80T89,392
336,Y_GE90,160
343,Y0T29,-8
343,Y30T39,1
343,Y40T49,4
343,Y50T59,43
343,Y60T69,122
343,Y70T79,317
343,Y80T89,357
343,Y_GE90,188
350,Y0T29,4
350,Y30T39,1
350,Y40T49,12
350,Y50T59,23
350,Y60T69,57
350,Y70T79,258
350,Y80T89,395
350,Y_GE90,127
357,Y0T29,0
357,Y30T39,11
357,Y40T49,15
357,Y50T59,19
357,Y60T69,111
357,Y70T79,299
357,Y80T89,431
357,Y_GE90,110
364,Y0T29,6
364,Y30T39,8
364,Y40T49,15
364,Y50T59,49
364,Y60T69,72
364,Y70T79,353
364,Y80T89,400
364,Y_GE90,67
371,Y0T29,8
371,Y30T39,7
371,Y40T49,20
371,Y50T59,20
371,Y60T69,112
371,Y70T79,398
371,Y80T89,471
371,Y_GE90,138
372,Y0T29,1
372,Y30T39,15
372,Y40T49,28
372,Y50T59,41
372,Y60T69,104
372,Y70T79,570
372,Y80T89,530
372,Y_GE90,173
379,Y0T29,-2
379,Y30T39,12
379,Y40T49,24
379,Y50T59,63
379,Y60T69,183
379,Y70T79,500
379,Y80T89,484
379,Y_GE90,151
386,Y0T29,2
386,Y30T39,10
386,Y40T49,3
386,Y50T59,40
386,Y60T69,169
386,Y70T79,466
386,Y80T89,346
386,Y_GE90,199
393,Y0T29,-2
393,Y30T39,2
393,Y40T49,5
393,Y50T59,48
393,Y60T69,110
393,Y70T79,433
393,Y80T89,303
393,Y_GE90,114
400,Y0T29,-5
400,Y30T39,5
400,Y40T49,11
400,Y50T59,10
400,Y60T69,97
400,Y70T79,308
400,Y80T89,207
400,Y_GE90,99
407,Y0T29,1
407,Y30T39,1
407,Y40T49,33
407,Y50T59,18
407,Y60T69,110
407,Y70T79,384
407,Y80T89,270
407,Y_GE90,110
414,Y0T29,3
414,Y30T39,-2
414,Y40T49,20
414,Y50T59,61
414,Y60T69,164
414,Y70T79,383
414,Y80T89,226
414,Y_GE90,71
421,Y0T29,-23
421,Y30T39,4
421,Y40T49,27
421,Y50T59,51
421,Y60T69,139
421,Y70T79,525
421,Y80T89,266
421,Y_GE90,69
428,Y0T29,-13
428,Y30T39,-2
428,Y40T49,40
428,Y50T59,78
428,Y60T69,209
428,Y70T79,646
428,Y80T89,423
428,Y_GE90,119
