1,"CZ010","Y0T4",0
2,"CZ010","Y0T4",1
3,"CZ010","Y0T4",0
4,"CZ010","Y0T4",2
5,"CZ010","Y0T4",0
6,"CZ010","Y0T4",0
7,"CZ010","Y0T4",0
8,"CZ010","Y0T4",4
9,"CZ010","Y0T4",0
10,"CZ010","Y0T4",2
11,"CZ010","Y0T4",0
12,"CZ010","Y0T4",0
13,"CZ010","Y0T4",0
14,"CZ010","Y0T4",0
15,"CZ010","Y0T4",1
16,"CZ010","Y0T4",2
17,"CZ010","Y0T4",1
18,"CZ010","Y0T4",0
19,"CZ010","Y0T4",2
20,"CZ010","Y0T4",1
21,"CZ010","Y0T4",1
22,"CZ010","Y0T4",1
23,"CZ010","Y0T4",1
24,"CZ010","Y0T4",2
25,"CZ010","Y0T4",1
26,"CZ010","Y0T4",0
27,"CZ010","Y0T4",0
28,"CZ010","Y0T4",1
29,"CZ010","Y0T4",1
30,"CZ010","Y0T4",0
31,"CZ010","Y0T4",1
32,"CZ010","Y0T4",1
33,"CZ010","Y0T4",2
34,"CZ010","Y0T4",1
35,"CZ010","Y0T4",0
36,"CZ010","Y0T4",0
37,"CZ010","Y0T4",2
38,"CZ010","Y0T4",0
39,"CZ010","Y0T4",0
40,"CZ010","Y0T4",0
41,"CZ010","Y0T4",0
42,"CZ010","Y0T4",0
43,"CZ010","Y0T4",1
44,"CZ010","Y0T4",3
45,"CZ010","Y0T4",0
46,"CZ010","Y0T4",1
47,"CZ010","Y0T4",2
48,"CZ010","Y0T4",1
49,"CZ010","Y0T4",0
50,"CZ010","Y0T4",1
51,"CZ010","Y0T4",1
52,"CZ010","Y0T4",0
1,"CZ010","Y5T9",0
2,"CZ010","Y5T9",0
3,"CZ010","Y5T9",0
4,"CZ010","Y5T9",1
5,"CZ010","Y5T9",0
6,"CZ010","Y5T9",0
7,"CZ010","Y5T9",0
8,"CZ010","Y5T9",0
9,"CZ010","Y5T9",0
10,"CZ010","Y5T9",0
11,"CZ010","Y5T9",0
12,"CZ010","Y5T9",0
13,"CZ010","Y5T9",0
14,"CZ010","Y5T9",0
15,"CZ010","Y5T9",0
16,"CZ010","Y5T9",0
17,"CZ010","Y5T9",0
18,"CZ010","Y5T9",0
19,"CZ010","Y5T9",0
20,"CZ010","Y5T9",0
21,"CZ010","Y5T9",0
22,"CZ010","Y5T9",0
23,"CZ010","Y5T9",0
24,"CZ010","Y5T9",0
25,"CZ010","Y5T9",0
26,"CZ010","Y5T9",0
27,"CZ010","Y5T9",0
28,"CZ010","Y5T9",0
29,"CZ010","Y5T9",0
30,"CZ010","Y5T9",0
31,"CZ010","Y5T9",0
32,"CZ010","Y5T9",1
33,"CZ010","Y5T9",0
34,"CZ010","Y5T9",0
35,"CZ010","Y5T9",1
36,"CZ010","Y5T9",0
37,"CZ010","Y5T9",0
38,"CZ010","Y5T9",0
39,"CZ010","Y5T9",0
40,"CZ010","Y5T9",0
41,"CZ010","Y5T9",0
42,"CZ010","Y5T9",0
43,"CZ010","Y5T9",0
44,"CZ010","Y5T9",0
45,"CZ010","Y5T9",0
46,"CZ010","Y5T9",0
47,"CZ010","Y5T9",0
48,"CZ010","Y5T9",0
49,"CZ010","Y5T9",0
50,"CZ010","Y5T9",1
51,"CZ010","Y5T9",0
52,"CZ010","Y5T9",0
1,"CZ010","Y10T14",0
2,"CZ010","Y10T14",0
3,"CZ010","Y10T14",0
4,"CZ010","Y10T14",0
5,"CZ010","Y10T14",0
6,"CZ010","Y10T14",0
7,"CZ010","Y10T14",0
8,"CZ010","Y10T14",0
9,"CZ010","Y10T14",1
10,"CZ010","Y10T14",0
11,"CZ010","Y10T14",1
12,"CZ010","Y10T14",0
13,"CZ010","Y10T14",0
14,"CZ010","Y10T14",0
15,"CZ010","Y10T14",0
16,"CZ010","Y10T14",0
17,"CZ010","Y10T14",0
18,"CZ010","Y10T14",0
19,"CZ010","Y10T14",1
20,"CZ010","Y10T14",0
21,"CZ010","Y10T14",0
22,"CZ010","Y10T14",0
23,"CZ010","Y10T14",0
24,"CZ010","Y10T14",0
25,"CZ010","Y10T14",0
