7 0
14 0
21 0
28 0
35 0
42 0
49 0
56 0
63 0
70 0
77 0.206205
84 1.72161
91 5.71398
98 13.3861
105 11.4686
112 7.98316
119 6.33146
126 4.56401
133 1.8729
140 1.71519
147 1.69173
154 1.30817
161 1.18619
168 2.00835
175 0.874216
182 2.43235
189 1.77894
196 1.76088
203 2.37581
210 3.78881
217 5.99572
224 4.52842
231 4.37249
238 6.33426
245 9.26731
252 11.1689
259 16.1714
266 34.1739
273 47.6129
280 66.0102
287 130.794
294 212.503
301 347.728
308 464.964
315 495.338
322 421.088
329 270.751
336 225.196
343 184.649
350 196.213
357 239.192
364 321.894
371 360.758
378 535.74
385 532.324
392 342.927
399 296.09
406 285.892
413 296.888
420 323.827
427 404.297
434 479.552
441 443.858
448 438.367
455 347.631
462 283.466
469 171.089
476 155.866
483 104.538
490 78.0677
497 62.2034
504 37.4067
511 25.4686
518 15.7885
525 8.97736
532 5.89577
539 0.617932
