1	1.53039
1	0.989178
2	0.454812
7	1.91725
7	1.76029
2	0.845232
5	0.999293
6	1.44996
5	1.7131
7	2.36329
8	7.26638
6	3.98248
8	13.9889
9	5.20847
8	4.13876
8	4.2338
10	6.71071
15	7.73906
10	5.24557
11	5.47616
8	5.69251
10	3.46316
11	6.16677
9	5.44436
9	7.99959
2	10.4497
8	3.63634
4	3.26912
9	2.83177
7	2.65043
8	1.83417
2	4.23555
6	3.84824
6	4.51325
4	2.20515
2	2.12403
1	8.77667
4	6.98456
5	1.83484
8	1.24734
8	2.96807
1	2.77355
3	2.31696
5	1.67294
3	2.81668
3	1.65339
4	1.47505
5	1.91376
3	0.194541
3	0.591028
2	0.653024
3	0.960409
4	1.3944
3	0.391641
2	0.572209
1	0.721974
2	0.532578
3	1.0589
2	0.525001
5	0.414616
3	0.728234
2	0.504474
1	0.257852
1	0.0495188
1	1.10552
1	0.225432
1	1.8887
2	0.313411
2	0.363651
2	0.720435
2	0.0917029
2	0.839694
1	0.223776
1	0.230582
3	0.924629
3	0.625936
3	0.714879
1	1.12408
1	0.844184
1	0.905979
1	0.710731
1	1.79912
1	0.187653
1	0.376359
1	0.898045
1	1.12255
1	0.65178
1	1.31387
2	0.475288
1	0.524243
1	0.916329
1	0.641093
1	1.89412
1	0.962192
4	0.429383
4	2.02296
1	4.71443
1	0.344685
1	0.432791
1	0.75174
1	0.954245
1	1.97699
1	0.515259
1	0.637059
2	0.887808
2	0.764224
1	1.48628
1	0.774197
1	0.514748
1	0.866285
1	1.36743
1	0.862864
1	0.882275
1	0.322004
2	0.533624
2	1.0034
2	0.453555
2	1.40964
2	0.616865
1	0.65549
1	1.26529
2	1.06306
2	0.903721
1	0.960631
3	0.93931
2	0.52557
1	0.927045
2	1.63122
2	1.75506
2	3.42358
2	4.00367
2	6.25616
2	1.76126
2	2.81445
2	2.04336
2	1.88035
1	1.58361
1	2.19562
1	1.89412
1	1.0669
1	2.3145
1	2.38565
2	6.11312
2	2.94644
1	1.28968
2	3.83364
2	1.82782
2	1.95497
4	0.338049
4	1.55645
3	3.36094
3	3.02579
3	3.75868
3	2.82054
3	1.37137
1	1.78928
2	2.0906
1	2.83295
1	1.75396
1	7.99926
3	2.74819
1	1.90959
1	2.14655
1	3.92375
1	3.34469
4	4.13737
3	5.1852
5	3.9094
3	1.2902
2	2.45097
5	4.33056
3	5.95161
5	5.97279
3	8.54699
6	5.59527
5	3.24005
6	4.99866
10	9.46249
7	14.4402
7	10.7447
12	12.3431
8	19.9284
6	7.43285
15	8.05751
10	16.1064
22	19.7306
10	23.9145
10	16.4726
16	13.7013
16	9.73555
11	10.7821
21	24.7482
16	21.7506
29	29.2059
21	28.0131
13	18.6376
35	12.9089
29	16.3521
38	26.1769
51	41.483
26	49.4554
61	50.6833
53	40.525
42	26.5853
69	56.2899
53	60.1226
66	73.4913
62	79.5206
80	112.021
81	61.2977
83	49.3016
109	76.7382
109	124.915
130	138.218
127	132.605
124	141.65
141	134.335
154	78.5601
162	136.69
194	177.873
168	227.218
199	208.101
218	242.437
194	189.604
222	125.076
223	189.759
262	276.954
226	226.88
193	232.422
216	261.486
199	200.344
204	119.165
186	193.987
214	233.037
183	307.538
171	274.399
179	258.788
183	156.823
151	65.1007
173	125.619
138	190.832
154	230.571
133	198.326
116	192.01
132	108.421
125	39.6563
129	153.605
136	90.7113
121	133.497
131	149.946
137	132.528
117	74.3143
94	34.9198
126	122.653
98	134.446
115	112.592
98	113.705
94	99.5342
128	54.0171
87	25.4035
94	102.821
93	98.4649
81	102.031
113	95.6985
105	98.8572
97	70.2462
107	24.5641
130	98.982
105	116.893
112	124.464
106	107.156
98	114.551
112	65.0079
97	42.8301
102	110.004
102	124.874
114	139.412
109	119.456
105	144.81
122	74.6915
108	52.4462
132	141.187
131	159.004
149	207.541
127	63.9057
150	61.2022
152	64.4622
141	72.8463
150	186.07
178	237.197
157	280.434
186	211.792
195	79.5646
160	112.162
182	116.561
164	229.992
174	302.06
164	310.945
177	307.479
164	259.302
152	165.219
155	83.1445
157	192.298
152	204.769
146	204.165
148	156.502
133	182.138
142	95.8032
143	55.1574
134	144.656
142	163.415
157	158.312
133	143.493
150	150.072
122	74.4362
116	46.0906
132	136.968
134	146.16
133	154.589
127	147.125
124	132.077
127	67.2932
128	46.9608
133	121.74
133	146.84
133	145.896
128	137.458
142	139.673
115	79.6971
144	46.5244
129	109.257
149	151.514
132	180.879
171	187.526
175	178.565
173	96.4086
144	62.2348
165	179.794
147	232.577
140	194.796
179	209.461
190	237.581
186	124.665
170	80.9356
202	224.138
192	272.669
198	245.304
213	257.68
178	266.293
197	132.675
196	90.3042
235	240.697
219	307.967
223	272.487
222	247.342
208	235.771
173	167.219
220	87.5222
232	193.059
210	247.321
191	252.43
212	209.099
171	280.879
172	127.251
184	68.1239
201	209.965
187	251.927
179	222.892
150	198.853
139	173.76
168	108.65
102	61.8579
102	151.726
102	203.182
102	159.648
102	155.568
102	142.605
102	82.3235
102	37.8124
102	137.446
102	155.115
102	144.302
102	120.279
102	68.2043
102	48.7965
102	42.8582

