7 0
14 0
21 0
28 0
35 0
42 0
49 0
56 0
63 0
70 0.0313166
77 1.21362
84 5.61773
91 16.3975
98 45.9667
105 39.4881
112 28.9071
119 30.2867
126 15.4489
133 7.18221
140 4.21692
147 4.75973
154 2.78325
161 5.85042
168 6.34938
175 5.84265
182 11.1978
189 5.57958
196 5.83788
203 6.36762
210 10.1624
217 20.3429
224 18.9164
231 14.1615
238 17.6892
245 23.826
252 27.2553
259 52.2843
266 94.3436
273 121.105
280 172.848
287 357.153
294 642.015
301 1028.93
308 1458.81
315 1547.98
322 1302.13
329 916.227
336 761.399
343 595.977
350 629.706
357 703.836
364 899.141
371 966.135
378 1362.91
385 1416.27
392 956.11
399 851.821
406 807.909
413 796.915
420 834.62
427 1028.16
434 1156.25
441 1054.11
448 1010.04
455 776.848
462 630.493
469 390.817
476 353.385
483 166.175
