7 0
14 0
21 0
28 0
35 0
42 0
49 0
56 0
63 0
70 0
77 0
84 0.517592
91 2.59565
98 9.51667
105 6.29455
112 2.09308
119 5.23757
126 1.43716
133 0.996294
140 0.615792
147 1.2741
154 0
161 0.898974
168 1.31658
175 2.91549
182 1.98456
189 0.430134
196 0.493889
203 0.580927
210 0.734261
217 3.89948
224 3.27279
231 1.41873
238 1.61847
245 2.54912
252 1.7193
259 5.79628
266 9.6839
273 11.9767
280 13.4985
287 34.5459
294 71.5584
301 117.784
308 190.352
315 196.884
322 171.434
329 144.285
336 121.191
343 92.3859
350 92.5221
357 85.8916
364 99.2855
371 94.1449
378 117.027
385 158.06
392 113.296
399 114.504
406 91.9579
413 74.1321
420 70.9425
427 84.3295
434 84.2513
441 65.2785
448 66.7204
455 52.4725
462 35.4375
469 29.592
476 23.8238
483 17.0585
490 14.5371
497 13.0204
504 8.79233
