7 0
14 0
21 0
28 0
35 0
42 0
49 0
56 0
63 0
70 0
77 0
84 3
91 6
98 16
105 20
112 9
119 9
126 9
133 11
140 8
147 1
154 2
161 2
168 1
175 4
182 0
189 1
196 2
203 3
210 2
217 2
224 1
231 1
238 6
245 1
252 8
259 13
266 20
273 34
280 74
287 118
294 192
301 378
308 534
315 483
322 393
329 286
336 288
343 240
350 248
357 267
364 296
371 336
378 432
385 375
392 349
399 325
406 340
413 356
420 457
427 530
434 564
441 594
448 522
455 432
462 379
469 279
476 189
483 147
490 104
497 90
504 44
511 23
518 22
525 3
