01,CZ,Y0T4,T,6,P,Česká republika,do 5 let,celkem,předběžný údaj
01,CZ,Y5T9,T,0,P,Česká republika,5 až 9 let,celkem,předběžný údaj
01,CZ,Y10T14,T,4,P,Česká republika,10 až 14 let,celkem,předběžný údaj
01,CZ,Y15T19,T,2,P,Česká republika,15 až 19 let,celkem,předběžný údaj
01,CZ,Y20T24,T,2,P,Česká republika,20 až 24 let,celkem,předběžný údaj
01,CZ,Y25T29,T,3,P,Česká republika,25 až 29 let,celkem,předběžný údaj
01,CZ,Y30T34,T,11,P,Česká republika,30 až 34 let,celkem,předběžný údaj
01,CZ,Y35T39,T,17,P,Česká republika,35 až 39 let,celkem,předběžný údaj
01,CZ,Y40T44,T,30,P,Česká republika,40 až 44 let,celkem,předběžný údaj
01,CZ,Y45T49,T,40,P,Česká republika,45 až 49 let,celkem,předběžný údaj
01,CZ,Y50T54,T,56,P,Česká republika,50 až 54 let,celkem,předběžný údaj
01,CZ,Y55T59,T,93,P,Česká republika,55 až 59 let,celkem,předběžný údaj
01,CZ,Y60T64,T,151,P,Česká republika,60 až 64 let,celkem,předběžný údaj
01,CZ,Y65T69,T,222,P,Česká republika,65 až 69 let,celkem,předběžný údaj
01,CZ,Y70T74,T,311,P,Česká republika,70 až 74 let,celkem,předběžný údaj
01,CZ,Y75T79,T,337,P,Česká republika,75 až 79 let,celkem,předběžný údaj
01,CZ,Y80T84,T,325,P,Česká republika,80 až 84 let,celkem,předběžný údaj
01,CZ,Y85T89,T,367,P,Česká republika,85 až 89 let,celkem,předběžný údaj
01,CZ,Y_GE90,T,328,P,Česká republika,90 let a více,celkem,předběžný údaj
01,CZ010,Y0T4,T,1,P,Hlavní město Praha,do 5 let,celkem,předběžný údaj
01,CZ010,Y5T9,T,0,P,Hlavní město Praha,5 až 9 let,celkem,předběžný údaj
01,CZ010,Y10T14,T,1,P,Hlavní město Praha,10 až 14 let,celkem,předběžný údaj
01,CZ010,Y15T19,T,0,P,Hlavní město Praha,15 až 19 let,celkem,předběžný údaj
01,CZ010,Y20T24,T,0,P,Hlavní město Praha,20 až 24 let,celkem,předběžný údaj
01,CZ010,Y25T29,T,0,P,Hlavní město Praha,25 až 29 let,celkem,předběžný údaj
01,CZ010,Y30T34,T,3,P,Hlavní město Praha,30 až 34 let,celkem,předběžný údaj
01,CZ010,Y35T39,T,2,P,Hlavní město Praha,35 až 39 let,celkem,předběžný údaj
01,CZ010,Y40T44,T,1,P,Hlavní město Praha,40 až 44 let,celkem,předběžný údaj
01,CZ010,Y45T49,T,4,P,Hlavní město Praha,45 až 49 let,celkem,předběžný údaj
01,CZ010,Y50T54,T,6,P,Hlavní město Praha,50 až 54 let,celkem,předběžný údaj
01,CZ010,Y55T59,T,7,P,Hlavní město Praha,55 až 59 let,celkem,předběžný údaj
01,CZ010,Y60T64,T,20,P,Hlavní město Praha,60 až 64 let,celkem,předběžný údaj
01,CZ010,Y65T69,T,20,P,Hlavní město Praha,65 až 69 let,celkem,předběžný údaj
01,CZ010,Y70T74,T,34,P,Hlavní město Praha,70 až 74 let,celkem,předběžný údaj
01,CZ010,Y75T79,T,40,P,Hlavní město Praha,75 až 79 let,celkem,předběžný údaj
01,CZ010,Y80T84,T,34,P,Hlavní město Praha,80 až 84 let,celkem,předběžný údaj
01,CZ010,Y85T89,T,39,P,Hlavní město Praha,85 až 89 let,celkem,předběžný údaj
01,CZ010,Y_GE90,T,52,P,Hlavní město Praha,90 let a více,celkem,předběžný údaj
01,CZ020,Y0T4,T,0,P,Středočeský kraj,do 5 let,celkem,předběžný údaj
01,CZ020,Y5T9,T,0,P,Středočeský kraj,5 až 9 let,celkem,předběžný údaj
01,CZ020,Y10T14,T,0,P,Středočeský kraj,10 až 14 let,celkem,předběžný údaj
01,CZ020,Y15T19,T,0,P,Středočeský kraj,15 až 19 let,celkem,předběžný údaj
01,CZ020,Y20T24,T,0,P,Středočeský kraj,20 až 24 let,celkem,předběžný údaj
01,CZ020,Y25T29,T,0,P,Středočeský kraj,25 až 29 let,celkem,předběžný údaj
01,CZ020,Y30T34,T,2,P,Středočeský kraj,30 až 34 let,celkem,předběžný údaj
01,CZ020,Y35T39,T,2,P,Středočeský kraj,35 až 39 let,celkem,předběžný údaj
01,CZ020,Y40T44,T,4,P,Středočeský kraj,40 až 44 let,celkem,předběžný údaj
01,CZ020,Y45T49,T,4,P,Středočeský kraj,45 až 49 let,celkem,předběžný údaj
01,CZ020,Y50T54,T,2,P,Středočeský kraj,50 až 54 let,celkem,předběžný údaj
01,CZ020,Y55T59,T,16,P,Středočeský kraj,55 až 59 let,celkem,předběžný údaj
01,CZ020,Y60T64,T,14,P,Středočeský kraj,60 až 64 let,celkem,předběžný údaj
01,CZ020,Y65T69,T,23,P,Středočeský kraj,65 až 69 let,celkem,předběžný údaj
01,CZ020,Y70T74,T,42,P,Středočeský kraj,70 až 74 let,celkem,předběžný údaj
01,CZ020,Y75T79,T,36,P,Středočeský kraj,75 až 79 let,celkem,předběžný údaj
01,CZ020,Y80T84,T,43,P,Středočeský kraj,80 až 84 let,celkem,předběžný údaj
01,CZ020,Y85T89,T,37,P,Středočeský kraj,85 až 89 let,celkem,předběžný údaj
01,CZ020,Y_GE90,T,36,P,Středočeský kraj,90 let a více,celkem,předběžný údaj
01,CZ031,Y0T4,T,0,P,Jihočeský kraj,do 5 let,celkem,předběžný údaj
