7 0
14 0
21 0
28 0
35 0
42 0
49 0
56 0
63 0
70 0
77 0
84 10
91 33
98 64
105 59
112 40
119 28
126 31
133 24
140 18
147 9
154 6
161 6
168 6
175 10
182 3
189 6
196 5
203 7
210 13
217 13
224 4
231 14
238 13
245 6
252 25
259 42
266 80
273 100
280 216
287 371
294 655
301 1069
308 1544
315 1397
322 1152
329 893
336 819
343 678
350 771
357 733
364 859
371 1061
378 1229
385 1111
392 1007
399 932
406 914
413 949
420 1130
427 1337
434 1492
441 1489
448 1333
455 1101
462 870
469 682
476 497
483 385
490 270
497 123
