2 1
10 2
17 3
17 0
25 1
30 3
35 7
40 0
43 3
51 1
59 2
66 3
72 4
79 8
86 8
93 9
98 13
104 19
112 19
120 18
127 20
135 17
141 17
148 21
155 22
161 24
166 31
171 32
173 27
173 24
177 20
182 15
181 11
187 22
186 17
190 26
193 31
195 35
199 46
198 41
200 51
203 70
203 65
203 59
203 56
205 90
205 85
205 80
205 75
208 116
208 111
208 106
208 100
208 95
211 145
211 140
211 135
211 130
211 124
211 121
213 175
213 170
213 165
213 160
213 155
213 150
216 200
216 195
216 190
216 185
216 180
219 236
218 230
218 225
218 220
218 215
218 210
218 205
221 266
221 261
221 256
221 251
221 246
221 241
225 299
224 292
224 286
224 281
224 276
224 271
226 319
226 314
226 309
226 304
229 344
229 339
229 334
229 329
229 324
233 358
231 354
231 349
239 357
246 351
249 345
252 340
252 334
254 329
254 324
254 319
254 314
254 309
257 304
257 299
257 294
257 289
257 283
260 278
259 273
259 269
259 263
259 258
259 253
259 248
262 243
262 238
262 233
262 228
262 223
262 218
262 213
262 208
262 203
264 198
264 193
264 188
264 182
264 177
264 172
264 167
264 162
264 157
267 152
267 147
267 141
267 136
267 131
269 126
269 121
269 116
269 111
272 106
272 100
272 95
272 90
273 85
275 80
275 75
277 70
277 65
277 60
280 55
280 50
280 46
282 40
283 35
285 30
288 23
292 18
295 13
303 11
309 14
317 12
323 8
332 6
340 6
347 6
355 6
363 5
368 5
376 2
383 3
390 1
398 1
407 2
414 4
421 4
429 3
437 4
444 6
452 7
457 8
462 13
470 13
478 14
485 13
492 14
494 19
498 24
502 19
506 15
511 19
519 19
526 18
534 22
540 23
543 18
547 13
547 8
554 16
552 12
558 22
562 28
567 35
569 47
569 42
572 73
571 68
571 63
571 57
571 52
574 93
574 88
574 83
574 78
578 123
576 118
576 113
576 108
576 103
576 98
579 153
579 148
579 143
579 138
579 133
579 128
582 182
582 179
582 174
582 169
582 163
582 158
584 198
584 193
584 187
587 218
587 213
587 208
587 203
591 228
591 223
596 224
597 219
597 214
597 209
600 204
600 199
600 194
600 189
602 184
602 179
602 174
602 169
603 163
605 159
605 155
605 150
605 145
607 140
607 134
607 129
607 124
607 119
610 114
610 109
610 104
609 98
612 95
612 90
612 85
615 80
615 75
617 70
617 66
620 61
620 56
622 51
622 46
625 39
627 33
630 28
633 23
640 20
647 15
654 9
662 6
670 7
677 4
685 6
693 5
700 5
708 7
716 5
723 4
731 3
739 3
746 3
754 3
762 3
769 2
777 1
785 1
792 3
800 3
808 5
815 8
823 11
831 14
838 15
846 13
854 12
861 12
869 14
877 15
884 17
892 20
893 25
896 30
899 35
901 41
905 51
905 46
909 41
909 36
909 31
911 26
911 21
913 16
920 17
924 23
927 28
929 34
932 44
932 39
934 69
934 64
934 59
934 54
934 48
937 99
937 94
937 89
937 84
937 79
937 74
941 130
940 124
940 119
940 114
940 109
940 104
942 171
942 166
942 161
942 156
942 151
942 146
942 141
942 136
945 216
945 211
945 206
945 201
945 196
945 191
945 186
945 181
945 176
947 252
947 247
947 242
947 237
947 232
947 227
947 221
950 263
950 258
954 273
954 268
955 282
955 278
958 262
958 257
958 252
958 247
959 242
959 267
960 237
960 232
960 227
960 221
961 216
963 211
963 208
963 203
963 197
963 192
965 187
965 182
965 177
965 172
965 167
968 162
968 157
968 152
968 147
969 141
969 139
970 134
973 129
973 124
975 119
975 114
978 108
978 103
978 98
980 93
980 88
983 83
983 76
986 71
988 66
989 60
989 57
991 52
993 47
993 42
994 37
996 32
997 26
997 24
1001 20
1005 14
1012 8
1020 4
1028 4
1035 2
1046 1
1053 1
1061 1
1069 5
1076 4
1084 1
1092 1
1099 1
1107 1
1115 1
1122 1
1130 1
1138 1
1145 1
1153 1
1161 3
1167 3
1173 6
1181 7
1188 11
1196 8
1203 9
1208 12
1214 17
1222 14
1230 13
1237 12
1245 9
1253 9
1259 10
1266 12
1273 7
1281 6
1287 6
1291 11
1296 10
1299 5
1306 6
1314 8
1322 8
1329 5
