1 463
2 441
2 421
2 401
2 383
2 365
7 309
8 320
10 340
10 364
17 374
25 364
31 345
36 330
43 319
51 329
59 344
64 369
65 389
69 417
70 445
70 465
73 485
73 505
73 525
73 545
76 563
76 581
76 601
77 630
78 654
78 674
78 694
80 723
81 748
81 767
81 787
81 813
85 839
85 857
85 880
91 830
92 857
94 884
94 904
96 922
96 940
98 968
105 957
108 935
113 918
120 937
128 958
134 974
138 945
141 924
143 967
143 992
144 950
145 1017
147 1045
149 1074
152 1098
157 1123
164 1143
170 1146
170 1159
174 1130
176 950
176 970
176 990
176 1010
176 1030
176 1050
176 1070
176 1090
176 1110
179 930
179 910
179 890
179 871
179 851
179 831
179 811
179 791
180 767
182 631
182 613
183 751
183 731
183 711
183 691
183 671
183 651
186 771
187 884
187 864
187 844
187 824
187 804
187 787
187 908
189 932
189 950
189 970
190 995
192 1018
192 1041
195 1065
196 1092
197 1117
198 1139
200 1156
201 1196
201 1181
203 1214
205 1276
205 1256
205 1238
205 1300
207 1366
207 1346
207 1326
208 1391
210 1482
210 1462
210 1442
210 1422
211 1406
213 1582
213 1562
213 1542
213 1522
213 1502
215 1658
215 1638
215 1618
215 1600
217 1687
218 1731
218 1712
219 1760
220 1788
222 1828
222 1812
223 1841
224 1869
227 1897
229 1919
232 1940
240 1955
245 1974
248 1950
251 1930
253 1838
254 1848
254 1868
254 1888
254 1908
256 1755
257 1778
257 1798
257 1818
259 1655
259 1675
259 1695
259 1715
259 1735
262 1537
262 1555
262 1575
262 1595
262 1615
262 1635
264 1427
264 1449
264 1469
264 1489
265 1513
266 1306
267 1316
267 1336
267 1356
267 1376
267 1400
270 1191
270 1210
270 1230
270 1249
270 1269
270 1289
271 1073
272 1083
272 1103
272 1123
272 1143
273 1167
275 1017
275 1037
275 1057
277 957
277 977
277 997
279 913
280 937
282 876
282 894
286 849
288 821
291 795
293 766
297 736
301 713
304 689
304 662
305 633
308 615
310 591
312 572
317 560
320 578
325 590
333 584
341 569
348 553
356 553
364 546
365 500
365 525
367 418
368 482
368 462
368 442
370 398
371 335
372 379
372 359
373 320
377 359
379 403
379 386
385 383
390 357
395 331
400 313
408 303
416 314
423 324
428 344
434 369
435 396
438 420
439 447
440 472
440 492
443 512
443 531
443 551
445 570
445 588
447 616
448 641
449 669
454 693
457 722
458 748
459 773
461 797
462 826
465 849
472 857
475 884
478 897
479 916
483 947
490 919
490 940
496 937
498 959
501 981
503 1003
505 1023
507 1042
509 1067
510 1094
513 1122
515 1149
519 1178
527 1189
531 1220
537 1227
541 1140
541 1160
541 1180
541 1100
541 1080
541 1060
541 1120
541 1022
541 1040
541 1205
543 974
543 954
543 934
543 914
543 894
543 874
543 854
543 834
543 814
543 794
543 776
544 999
547 566
547 726
547 707
547 687
547 667
547 647
547 627
547 607
547 587
547 551
548 754
553 764
553 744
553 724
553 704
553 684
554 841
554 821
554 801
554 782
554 866
556 937
556 917
556 897
558 977
558 961
558 880
559 1030
559 1010
559 990
560 1058
562 1083
563 1107
565 1130
568 1170
568 1153
569 1223
569 1203
569 1183
570 1247
572 1329
572 1309
572 1289
572 1271
573 1358
574 1462
574 1442
574 1422
574 1402
574 1382
577 1542
577 1562
577 1522
577 1502
577 1482
580 1580
580 1599
580 1618
580 1638
581 1667
582 1692
584 1719
589 1742
593 1712
596 1684
598 1628
598 1608
598 1589
598 1653
600 1515
600 1539
601 1564
603 1437
603 1456
603 1476
603 1495
605 1387
606 1413
608 1336
609 1360
611 1286
611 1312
612 1266
613 1218
613 1243
616 1141
616 1160
616 1180
616 1200
618 1093
619 1119
621 1041
621 1068
622 1000
624 1015
626 984
629 964
633 937
639 920
639 902
643 879
646 851
649 829
652 806
655 787
655 767
655 749
658 726
658 698
661 680
667 667
670 644
674 618
679 598
683 618
684 643
687 674
695 664
701 642
705 622
710 597
716 578
721 556
724 536
728 514
729 489
732 460
735 430
736 407
744 404
750 389
754 367
759 354
767 345
772 328
780 330
787 345
792 369
795 391
798 423
800 454
802 478
803 507
805 531
805 551
807 570
807 588
807 608
808 633
810 664
810 684
810 704
810 724
811 648
812 744
812 764
812 784
812 804
814 827
814 844
815 862
817 887
