
# Curve 0 of 1, 130 points
# Curve title: "reported deaths"
# x y xlow xhigh type
-1  1393 -1 -1  i
 133  1  133  133  i
 155  1  155  155  i
 265  1  265  265  i
 276  1  276  276  i
 278  1  278  278  i
 280  1  280  280  i
 293  1  293  293  i
 295  1  295  295  i
 296  1  296  296  i
 297  2  297  297  i
 298  1  298  298  i
 300  3  300  300  i
 302  1  302  302  i
 303  2  303  303  i
 304  5  304  304  i
 307  1  307  307  i
 308  2  308  308  i
 309  1  309  309  i
 310  1  310  310  i
 311  2  311  311  i
 312  1  312  312  i
 313  1  313  313  i
 314  2  314  314  i
 316  1  316  316  i
 317  4  317  317  i
 318  1  318  318  i
 319  3  319  319  i
 320  4  320  320  i
 321  3  321  321  i
 322  2  322  322  i
 324  3  324  324  i
 326  2  326  326  i
 327  1  327  327  i
 329  2  329  329  i
 330  1  330  330  i
 332  1  332  332  i
 333  1  333  333  i
 334  2  334  334  i
 338  1  338  338  i
 341  1  341  341  i
 342  3  342  342  i
 343  2  343  343  i
 345  2  345  345  i
 347  1  347  347  i
 348  1  348  348  i
 349  2  349  349  i
 350  2  350  350  i
 351  2  351  351  i
 352  1  352  352  i
 353  2  353  353  i
 356  1  356  356  i
 357  2  357  357  i
 359  1  359  359  i
 362  3  362  362  i
 363  1  363  363  i
 364  1  364  364  i
 365  1  365  365  i
 366  1  366  366  i
 367  1  367  367  i
 368  1  368  368  i
 369  1  369  369  i
 370  2  370  370  i
 371  3  371  371  i
 372  2  372  372  i
 373  2  373  373  i
 374  1  374  374  i
 376  3  376  376  i
 377  1  377  377  i
 380  1  380  380  i
 381  2  381  381  i
 384  1  384  384  i
 385  1  385  385  i
 386  1  386  386  i
 389  2  389  389  i
 391  2  391  391  i
 393  1  393  393  i
 394  1  394  394  i
 397  1  397  397  i
 399  1  399  399  i
 406  2  406  406  i
 411  1  411  411  i
 412  2  412  412  i
 415  1  415  415  i
 416  1  416  416  i
 417  1  417  417  i
 419  2  419  419  i
 422  1  422  422  i
 425  1  425  425  i
 427  4  427  427  i
 428  1  428  428  i
 429  2  429  429  i
 432  1  432  432  i
 433  1  433  433  i
 438  2  438  438  i
 439  1  439  439  i
 440  1  440  440  i
 442  2  442  442  i
 446  1  446  446  i
 447  1  447  447  i
 448  3  448  448  i
 449  2  449  449  i
 453  2  453  453  i
 454  1  454  454  i
 456  1  456  456  i
 457  1  457  457  i
 460  3  460  460  i
 461  2  461  461  i
 463  1  463  463  i
 464  1  464  464  i
 467  1  467  467  i
 468  2  468  468  i
 470  1  470  470  i
 473  2  473  473  i
 474  3  474  474  i
 475  1  475  475  i
 478  1  478  478  i
 479  1  479  479  i
 480  1  480  480  i
 481  3  481  481  i
 482  1  482  482  i
 483  2  483  483  i
 484  1  484  484  i
 488  1  488  488  i
 493  3  493  493  i
 494  1  494  494  i
 503  1  503  503  i
 512  1  512  512  i
 517  1  517  517  i


