2.5		414
7.5		57
12.5	107
17.5	272
22.5	433
27.5	555
32.5	698
37.5	795
42.5	1268
47.5	2472
52.5	4444
57.5	7074
62.5	8161
67.5	8836
72.5	12867
77.5	18052
82.5	21022
87.5	10048
92.5	10033

