
# Curve 0 of 7, 85 points
# Curve title: ""umrti.csv" u ($2):(strptime("%Y-%m-%d",strcol(1)) < strptime("%Y-%m-%d","2021-04-01") ? 1 : 0 )"
# x y xlow xhigh type
3 83  728  83  83  i
3 84  717  84  84  i
3 85  743  85  85  i
3 86  748  86  86  i
3 87  733  87  87  i
3 88  734  88  88  i
3 89  719  89  89  i
3 90  560  90  90  i
3 91  509  91  91  i
3 92  371  92  92  i
3 93  289  93  93  i
3 94  258  94  94  i
3 95  170  95  95  i
3 96  132  96  96  i
3 97  91  97  97  i
3 98  66  98  98  i
3 99  36  99  99  i
3 100  22  100  100  i
3 101  5  101  101  i
3 102  2  102  102  i
3 103  2  103  103  i
3 104  4  104  104  i



# Curve 2 of 7, 85 points
# Curve title: ""umrti.csv" u ($2):(strptime("%Y-%m-%d",strcol(1)) < strptime("%Y-%m-%d","2021-02-01") ? 1 : 0 )"
# x y xlow xhigh type
2 8  0  8  8  i
2 11  0  11  11  i
2 16  1  16  16  i
2 17  1  17  17  i
2 24  1  24  24  i
2 25  2  25  25  i
2 26  2  26  26  i
2 27  4  27  27  i
2 29  2  29  29  i
2 30  3  30  30  i
2 31  4  31  31  i
2 32  3  32  32  i
2 33  5  33  33  i
2 34  8  34  34  i
2 35  3  35  35  i
2 36  6  36  36  i
2 37  8  37  37  i
2 38  5  38  38  i
2 39  5  39  39  i
2 40  13  40  40  i
2 41  10  41  41  i
2 42  13  42  42  i
2 43  13  43  43  i
2 44  14  44  44  i
2 45  12  45  45  i
2 46  27  46  46  i
2 47  13  47  47  i
2 48  15  48  48  i
2 49  32  49  49  i
2 50  34  50  50  i
2 51  25  51  51  i
2 52  35  52  52  i
2 53  21  53  53  i
2 54  44  54  54  i
2 55  50  55  55  i
2 56  69  56  56  i
2 57  71  57  57  i
2 58  64  58  58  i
2 59  88  59  59  i
2 60  89  60  60  i
2 61  110  61  61  i
2 62  108  62  62  i
2 63  163  63  63  i
2 64  167  64  64  i
2 65  214  65  65  i
2 66  220  66  66  i
2 67  256  67  67  i
2 68  325  68  68  i
2 69  344  69  69  i
2 70  401  70  70  i
2 71  417  71  71  i
2 72  495  72  72  i
2 73  550  73  73  i
2 74  605  74  74  i
2 75  594  75  75  i
2 76  624  76  76  i
2 77  651  77  77  i
2 78  659  78  78  i
2 79  649  79  79  i
2 80  691  80  80  i
2 81  656  81  81  i
2 82  645  82  82  i
2 83  607  83  83  i
2 84  602  84  84  i
2 85  606  85  85  i
2 86  619  86  86  i
2 87  600  87  87  i
2 88  617  88  88  i
2 89  621  89  89  i
2 90  461  90  90  i
2 91  411  91  91  i
2 92  319  92  92  i
2 93  247  93  93  i
2 94  207  94  94  i
2 95  142  95  95  i
2 96  112  96  96  i
2 97  76  97  97  i
2 98  54  98  98  i
2 99  30  99  99  i
2 100  14  100  100  i
2 101  5  101  101  i
2 102  2  102  102  i
2 103  1  103  103  i
2 104  4  104  104  i



# Curve 3 of 7, 85 points
# Curve title: ""umrti.csv" u ($2):(strptime("%Y-%m-%d",strcol(1)) < strptime("%Y-%m-%d","2021-01-01") ? 1 : 0 )"
# x y xlow xhigh type
1 8  0  8  8  i
1 11  0  11  11  i
1 16  1  16  16  i
1 17  0  17  17  i
1 24  1  24  24  i
1 25  1  25  25  i
1 26  1  26  26  i
1 27  3  27  27  i
1 29  2  29  29  i
1 30  2  30  30  i
1 31  3  31  31  i
1 32  2  32  32  i
1 33  3  33  33  i
1 34  5  34  34  i
1 35  3  35  35  i
1 36  6  36  36  i
1 37  6  37  37  i
1 38  3  38  38  i
1 39  4  39  39  i
1 40  10  40  40  i
1 41  9  41  41  i
1 42  10  42  42  i
1 43  11  43  43  i
1 44  11  44  44  i
1 45  8  45  45  i
1 46  20  46  46  i
1 47  8  47  47  i
1 48  9  48  48  i
1 49  23  49  49  i
1 50  22  50  50  i
1 51  21  51  51  i
1 52  24  52  52  i
1 53  18  53  53  i
1 54  26  54  54  i
1 55  39  55  55  i
1 56  49  56  56  i
1 57  53  57  57  i
1 58  45  58  58  i
1 59  63  59  59  i
1 60  70  60  60  i
1 61  81  61  61  i
1 62  73  62  62  i
1 63  118  63  63  i
1 64  116  64  64  i
1 65  153  65  65  i
1 66  160  66  66  i
1 67  173  67  67  i
1 68  225  68  68  i
1 69  237  69  69  i
1 70  298  70  70  i
1 71  298  71  71  i
1 72  355  72  72  i
1 73  382  73  73  i
1 74  413  74  74  i
1 75  400  75  75  i
1 76  460  76  76  i
1 77  480  77  77  i
1 78  468  78  78  i
1 79  470  79  79  i
1 80  481  80  80  i
1 81  457  81  81  i
1 82  460  82  82  i
1 83  452  83  83  i
1 84  432  84  84  i
1 85  443  85  85  i
1 86  437  86  86  i
1 87  418  87  87  i
1 88  446  88  88  i
1 89  449  89  89  i
1 90  321  90  90  i
1 91  281  91  91  i
1 92  230  92  92  i
1 93  182  93  93  i
1 94  164  94  94  i
1 95  108  95  95  i
1 96  89  96  96  i
1 97  56  97  97  i
1 98  40  98  98  i
1 99  25  99  99  i
1 100  9  100  100  i
1 101  1  101  101  i
1 102  1  102  102  i
1 103  1  103  103  i
1 104  2  104  104  i



# Curve 4 of 7, 85 points
# Curve title: ""umrti.csv" u ($2):(strptime("%Y-%m-%d",strcol(1)) < strptime("%Y-%m-%d","2020-12-01") ? 1 : 0 )"
# x y xlow xhigh type
12 8  0  8  8  i
12 11  0  11  11  i
12 16  1  16  16  i
12 17  0  17  17  i
12 24  1  24  24  i
12 25  1  25  25  i
12 26  1  26  26  i
12 27  2  27  27  i
12 29  1  29  29  i
12 30  1  30  30  i
12 31  1  31  31  i
12 32  0  32  32  i
12 33  2  33  33  i
12 34  3  34  34  i
12 35  1  35  35  i
12 36  6  36  36  i
12 37  6  37  37  i
12 38  2  38  38  i
12 39  3  39  39  i
12 40  7  40  40  i
12 41  5  41  41  i
12 42  3  42  42  i
12 43  9  43  43  i
12 44  10  44  44  i
12 45  4  45  45  i
12 46  11  46  46  i
12 47  7  47  47  i
12 48  7  48  48  i
12 49  19  49  49  i
12 50  22  50  50  i
12 51  11  51  51  i
12 52  20  52  52  i
12 53  12  53  53  i
12 54  18  54  54  i
12 55  27  55  55  i
12 56  35  56  56  i
12 57  37  57  57  i
12 58  30  58  58  i
12 59  44  59  59  i
12 60  47  60  60  i
12 61  54  61  61  i
12 62  49  62  62  i
12 63  81  63  63  i
12 64  76  64  64  i
12 65  112  65  65  i
12 66  119  66  66  i
12 67  116  67  67  i
12 68  162  68  68  i
12 69  183  69  69  i
12 70  209  70  70  i
12 71  206  71  71  i
12 72  246  72  72  i
12 73  277  73  73  i
12 74  303  74  74  i
12 75  306  75  75  i
12 76  326  76  76  i
12 77  324  77  77  i
12 78  327  78  78  i
12 79  333  79  79  i
12 80  355  80  80  i
12 81  328  81  81  i
12 82  334  82  82  i
12 83  326  83  83  i
12 84  310  84  84  i
12 85  317  85  85  i
12 86  320  86  86  i
12 87  305  87  87  i
12 88  318  88  88  i
12 89  331  89  89  i
12 90  234  90  90  i
12 91  197  91  91  i
12 92  178  92  92  i
12 93  133  93  93  i
12 94  126  94  94  i
12 95  76  95  95  i
12 96  62  96  96  i
12 97  39  97  97  i
12 98  25  98  98  i
12 99  19  99  99  i
12 100  7  100  100  i
12 101  0  101  101  i
12 102  1  102  102  i
12 103  0  103  103  i
12 104  2  104  104  i



# Curve 5 of 7, 85 points
# Curve title: ""umrti.csv" u ($2):(strptime("%Y-%m-%d",strcol(1)) < strptime("%Y-%m-%d","2020-11-01") ? 1 : 0 )"
# x y xlow xhigh type
11 8  0  8  8  i
11 11  0  11  11  i
11 16  0  16  16  i
11 17  0  17  17  i
11 24  0  24  24  i
11 25  1  25  25  i
11 26  0  26  26  i
11 27  1  27  27  i
11 29  0  29  29  i
11 30  0  30  30  i
11 31  0  31  31  i
11 32  0  32  32  i
11 33  1  33  33  i
11 34  3  34  34  i
11 35  0  35  35  i
11 36  4  36  36  i
11 37  2  37  37  i
11 38  1  38  38  i
11 39  1  39  39  i
11 40  3  40  40  i
11 41  4  41  41  i
11 42  1  42  42  i
11 43  4  43  43  i
11 44  4  44  44  i
11 45  1  45  45  i
11 46  4  46  46  i
11 47  3  47  47  i
11 48  3  48  48  i
11 49  6  49  49  i
11 50  8  50  50  i
11 51  6  51  51  i
11 52  8  52  52  i
11 53  5  53  53  i
11 54  8  54  54  i
11 55  11  55  55  i
11 56  17  56  56  i
11 57  14  57  57  i
11 58  12  58  58  i
11 59  20  59  59  i
11 60  26  60  60  i
11 61  24  61  61  i
11 62  13  62  62  i
11 63  24  63  63  i
11 64  33  64  64  i
11 65  46  65  65  i
11 66  56  66  66  i
11 67  39  67  67  i
11 68  79  68  68  i
11 69  80  69  69  i
11 70  79  70  70  i
11 71  80  71  71  i
11 72  106  72  72  i
11 73  116  73  73  i
11 74  121  74  74  i
11 75  126  75  75  i
11 76  147  76  76  i
11 77  150  77  77  i
11 78  123  78  78  i
11 79  132  79  79  i
11 80  154  80  80  i
11 81  130  81  81  i
11 82  150  82  82  i
11 83  148  83  83  i
11 84  132  84  84  i
11 85  136  85  85  i
11 86  132  86  86  i
11 87  139  87  87  i
11 88  121  88  88  i
11 89  131  89  89  i
11 90  92  90  90  i
11 91  86  91  91  i
11 92  72  92  92  i
11 93  56  93  93  i
11 94  60  94  94  i
11 95  36  95  95  i
11 96  26  96  96  i
11 97  15  97  97  i
11 98  10  98  98  i
11 99  8  99  99  i
11 100  4  100  100  i
11 101  0  101  101  i
11 102  1  102  102  i
11 103  0  103  103  i
11 104  1  104  104  i



# Curve 6 of 7, 85 points
# Curve title: ""umrti.csv" u ($2):(strptime("%Y-%m-%d",strcol(1)) < strptime("%Y-%m-%d","2020-10-01") ? 1 : 0 )"
# x y xlow xhigh type
10 8  0  8  8  i
10 11  0  11  11  i
10 16  0  16  16  i
10 17  0  17  17  i
10 24  0  24  24  i
10 25  0  25  25  i
10 26  0  26  26  i
10 27  0  27  27  i
10 29  0  29  29  i
10 30  0  30  30  i
10 31  0  31  31  i
10 32  0  32  32  i
10 33  1  33  33  i
10 34  1  34  34  i
10 35  0  35  35  i
10 36  0  36  36  i
10 37  0  37  37  i
10 38  0  38  38  i
10 39  0  39  39  i
10 40  1  40  40  i
10 41  2  41  41  i
10 42  1  42  42  i
10 43  2  43  43  i
10 44  2  44  44  i
10 45  0  45  45  i
10 46  1  46  46  i
10 47  1  47  47  i
10 48  1  48  48  i
10 49  2  49  49  i
10 50  1  50  50  i
10 51  3  51  51  i
10 52  1  52  52  i
10 53  0  53  53  i
10 54  1  54  54  i
10 55  5  55  55  i
10 56  5  56  56  i
10 57  2  57  57  i
10 58  4  58  58  i
10 59  4  59  59  i
10 60  2  60  60  i
10 61  4  61  61  i
10 62  2  62  62  i
10 63  7  63  63  i
10 64  2  64  64  i
10 65  12  65  65  i
10 66  10  66  66  i
10 67  8  67  67  i
10 68  18  68  68  i
10 69  18  69  69  i
10 70  20  70  70  i
10 71  15  71  71  i
10 72  18  72  72  i
10 73  21  73  73  i
10 74  16  74  74  i
10 75  26  75  75  i
10 76  23  76  76  i
10 77  18  77  77  i
10 78  15  78  78  i
10 79  23  79  79  i
10 80  24  80  80  i
10 81  24  81  81  i
10 82  24  82  82  i
10 83  36  83  83  i
10 84  24  84  84  i
10 85  17  85  85  i
10 86  19  86  86  i
10 87  22  87  87  i
10 88  31  88  88  i
10 89  27  89  89  i
10 90  19  90  90  i
10 91  13  91  91  i
10 92  19  92  92  i
10 93  13  93  93  i
10 94  11  94  94  i
10 95  14  95  95  i
10 96  8  96  96  i
10 97  5  97  97  i
10 98  2  98  98  i
10 99  3  99  99  i
10 100  0  100  100  i
10 101  0  101  101  i
10 102  0  102  102  i
10 103  0  103  103  i
10 104  1  104  104  i


