datum,kraj_nuts_kod,okres_lau_kod,kumulativni_pocet_nakazenych,kumulativni_pocet_vylecenych,kumulativni_pocet_umrti
2020-11-01,CZ053,CZ0533,3176,2058,32
2020-11-01,CZ053,CZ0534,3976,2569,37
2020-11-01,CZ063,CZ0631,2678,1601,37
2020-11-01,CZ063,CZ0632,3307,2382,47
2020-11-01,CZ063,CZ0633,2577,1635,41
2020-11-01,CZ063,CZ0634,3220,2188,66
2020-11-01,CZ063,CZ0635,4016,2863,44
2020-11-01,CZ064,CZ0641,2875,1953,48
2020-11-01,CZ064,CZ0642,10610,7799,122
2020-11-01,CZ064,CZ0643,5806,3870,68
2020-11-01,CZ064,CZ0644,2104,1354,49
2020-11-01,CZ064,CZ0645,5600,3735,84
2020-11-01,CZ064,CZ0646,2193,1344,37
2020-11-01,CZ064,CZ0647,2354,1492,52
2020-11-01,CZ071,CZ0711,1131,606,16
2020-11-01,CZ071,CZ0712,8265,5678,109
2020-11-01,CZ071,CZ0713,4073,2490,31
2020-11-01,CZ071,CZ0714,4442,2478,45
2020-11-01,CZ071,CZ0715,3321,1776,49
2020-11-01,CZ072,CZ0721,3944,2620,40
2020-11-01,CZ072,CZ0722,6744,4685,87
2020-11-01,CZ072,CZ0723,4891,2782,44
2020-11-01,CZ072,CZ0724,8016,5204,71
2020-11-01,CZ080,CZ0801,1936,1258,28
2020-11-01,CZ080,CZ0802,6936,4518,84
2020-11-01,CZ080,CZ0803,7135,5339,52
2020-11-01,CZ080,CZ0804,3998,2545,37
2020-11-01,CZ080,CZ0805,6005,3693,62
2020-11-01,CZ080,CZ0806,8927,6154,135
2020-11-01,,,14,891,0
2020-11-02,CZ010,CZ0100,45996,38695,451
2020-11-02,CZ020,CZ020A,4828,4276,33
2020-11-02,CZ020,CZ020B,4698,3530,32
2020-11-02,CZ020,CZ020C,1917,1165,20
2020-11-02,CZ020,CZ0201,4435,3018,56
2020-11-02,CZ020,CZ0202,2956,2315,22
2020-11-02,CZ020,CZ0203,4745,3525,29
2020-11-02,CZ020,CZ0204,3737,2684,59
2020-11-02,CZ020,CZ0205,1904,1350,27
2020-11-02,CZ020,CZ0206,3237,2425,33
2020-11-02,CZ020,CZ0207,4025,2760,53
2020-11-02,CZ020,CZ0208,3111,2342,37
2020-11-02,CZ020,CZ0209,5652,4731,38
2020-11-02,CZ031,CZ0311,6559,4890,60
2020-11-02,CZ031,CZ0312,1303,915,22
2020-11-02,CZ031,CZ0313,2471,1538,45
2020-11-02,CZ031,CZ0314,2284,1642,20
2020-11-02,CZ031,CZ0315,1474,955,35
2020-11-02,CZ031,CZ0316,2194,1443,35
2020-11-02,CZ031,CZ0317,3631,2464,58
2020-11-02,CZ032,CZ0321,1821,1357,30
2020-11-02,CZ032,CZ0322,2640,1831,25
2020-11-02,CZ032,CZ0323,7304,5542,54
2020-11-02,CZ032,CZ0324,2627,1845,38
2020-11-02,CZ032,CZ0325,3132,2368,22
2020-11-02,CZ032,CZ0326,1440,998,20
2020-11-02,CZ032,CZ0327,1286,863,22
2020-11-02,CZ041,CZ0411,1993,1521,86
2020-11-02,CZ041,CZ0412,2681,1787,46
2020-11-02,CZ041,CZ0413,2132,1341,63
2020-11-02,CZ042,CZ0421,2936,1882,53
2020-11-02,CZ042,CZ0422,3866,2314,76
2020-11-02,CZ042,CZ0423,4311,3123,55
2020-11-02,CZ042,CZ0424,2248,1503,37
2020-11-02,CZ042,CZ0425,2606,1426,31
2020-11-02,CZ042,CZ0426,2689,1684,29
2020-11-02,CZ042,CZ0427,3491,2361,31
2020-11-02,CZ051,CZ0511,2275,1316,13
2020-11-02,CZ051,CZ0512,2908,1934,35
2020-11-02,CZ051,CZ0513,6573,4780,48
2020-11-02,CZ051,CZ0514,2577,1716,27
2020-11-02,CZ052,CZ0521,5619,3782,52
2020-11-02,CZ052,CZ0522,2155,1341,29
2020-11-02,CZ052,CZ0523,4809,3035,59
2020-11-02,CZ052,CZ0524,2322,1327,16
2020-11-02,CZ052,CZ0525,3743,2392,42
2020-11-02,CZ053,CZ0531,3406,2135,38
2020-11-02,CZ053,CZ0532,5103,3307,48
2020-11-02,CZ053,CZ0533,3245,2208,34
2020-11-02,CZ053,CZ0534,4073,2747,41
2020-11-02,CZ063,CZ0631,2829,1735,39
2020-11-02,CZ063,CZ0632,3591,2514,47
2020-11-02,CZ063,CZ0633,2639,1773,42
2020-11-02,CZ063,CZ0634,3352,2375,70
2020-11-02,CZ063,CZ0635,4230,3003,48
2020-11-02,CZ064,CZ0641,2926,2067,49
2020-11-02,CZ064,CZ0642,10796,8250,131
2020-11-02,CZ064,CZ0643,5906,4147,71
2020-11-02,CZ064,CZ0644,2139,1447,49
2020-11-02,CZ064,CZ0645,5700,3990,90
2020-11-02,CZ064,CZ0646,2255,1481,38
2020-11-02,CZ064,CZ0647,2461,1651,61
2020-11-02,CZ071,CZ0711,1138,706,18
2020-11-02,CZ071,CZ0712,8559,6022,117
2020-11-02,CZ071,CZ0713,4210,2690,35
2020-11-02,CZ071,CZ0714,4581,2788,47
2020-11-02,CZ071,CZ0715,3429,2051,50
2020-11-02,CZ072,CZ0721,4046,2783,43
2020-11-02,CZ072,CZ0722,6936,4969,91
2020-11-02,CZ072,CZ0723,4988,3177,46
2020-11-02,CZ072,CZ0724,8201,5626,76
2020-11-02,CZ080,CZ0801,1985,1374,29
2020-11-02,CZ080,CZ0802,7142,4813,91
2020-11-02,CZ080,CZ0803,7362,5615,54
2020-11-02,CZ080,CZ0804,4148,2771,38
2020-11-02,CZ080,CZ0805,6196,3984,65
2020-11-02,CZ080,CZ0806,9196,6513,140
2020-11-02,,,14,905,0
2020-11-03,CZ010,CZ0100,46847,39452,475
2020-11-03,CZ020,CZ020A,4929,4402,34
2020-11-03,CZ020,CZ020B,4856,3611,35
2020-11-03,CZ020,CZ020C,1960,1184,21
2020-11-03,CZ020,CZ0201,4515,3138,56
2020-11-03,CZ020,CZ0202,3053,2338,24
2020-11-03,CZ020,CZ0203,4922,3575,31
2020-11-03,CZ020,CZ0204,3851,2772,62
2020-11-03,CZ020,CZ0205,1990,1380,29
2020-11-03,CZ020,CZ0206,3362,2497,39
2020-11-03,CZ020,CZ0207,4173,2827,56
2020-11-03,CZ020,CZ0208,3169,2374,40
2020-11-03,CZ020,CZ0209,5809,4853,41
2020-11-03,CZ031,CZ0311,6784,4977,69
2020-11-03,CZ031,CZ0312,1376,924,26
2020-11-03,CZ031,CZ0313,2663,1573,47
2020-11-03,CZ031,CZ0314,2446,1671,23
2020-11-03,CZ031,CZ0315,1546,966,36
2020-11-03,CZ031,CZ0316,2311,1547,37
2020-11-03,CZ031,CZ0317,3728,2493,59
2020-11-03,CZ032,CZ0321,1867,1437,34
2020-11-03,CZ032,CZ0322,2772,1868,30
2020-11-03,CZ032,CZ0323,7497,5698,59
2020-11-03,CZ032,CZ0324,2713,1915,39
2020-11-03,CZ032,CZ0325,3195,2437,22
2020-11-03,CZ032,CZ0326,1505,1053,24
2020-11-03,CZ032,CZ0327,1348,888,23
2020-11-03,CZ041,CZ0411,2090,1537,89
2020-11-03,CZ041,CZ0412,2825,1905,50
2020-11-03,CZ041,CZ0413,2273,1415,64
2020-11-03,CZ042,CZ0421,3039,1938,55
2020-11-03,CZ042,CZ0422,3982,2504,76
2020-11-03,CZ042,CZ0423,4411,3179,58
2020-11-03,CZ042,CZ0424,2361,1542,38
2020-11-03,CZ042,CZ0425,2726,1519,35
2020-11-03,CZ042,CZ0426,2790,1788,31
2020-11-03,CZ042,CZ0427,3651,2453,34
2020-11-03,CZ051,CZ0511,2417,1377,14
2020-11-03,CZ051,CZ0512,3065,1966,38
2020-11-03,CZ051,CZ0513,6808,4914,50
2020-11-03,CZ051,CZ0514,2705,1785,27
2020-11-03,CZ052,CZ0521,5780,3984,57
2020-11-03,CZ052,CZ0522,2238,1368,32
2020-11-03,CZ052,CZ0523,4928,3204,63
2020-11-03,CZ052,CZ0524,2396,1449,19
2020-11-03,CZ052,CZ0525,3927,2509,47
2020-11-03,CZ053,CZ0531,3606,2172,40
2020-11-03,CZ053,CZ0532,5353,3407,51
2020-11-03,CZ053,CZ0533,3317,2243,36
2020-11-03,CZ053,CZ0534,4222,2804,43
2020-11-03,CZ063,CZ0631,2950,1759,41
2020-11-03,CZ063,CZ0632,3664,2594,51
2020-11-03,CZ063,CZ0633,2775,1788,44
2020-11-03,CZ063,CZ0634,3491,2417,72
2020-11-03,CZ063,CZ0635,4376,3074,50
2020-11-03,CZ064,CZ0641,3070,2077,54
2020-11-03,CZ064,CZ0642,11062,8394,137
2020-11-03,CZ064,CZ0643,6150,4228,75
2020-11-03,CZ064,CZ0644,2235,1469,55
2020-11-03,CZ064,CZ0645,6041,4045,95
2020-11-03,CZ064,CZ0646,2365,1505,43
2020-11-03,CZ064,CZ0647,2589,1668,64
2020-11-03,CZ071,CZ0711,1149,750,20
2020-11-03,CZ071,CZ0712,8815,6188,121
2020-11-03,CZ071,CZ0713,4421,2807,38
2020-11-03,CZ071,CZ0714,4834,2902,54
2020-11-03,CZ071,CZ0715,3533,2138,51
2020-11-03,CZ072,CZ0721,4218,2824,45
2020-11-03,CZ072,CZ0722,7215,5092,99
2020-11-03,CZ072,CZ0723,5207,3255,49
2020-11-03,CZ072,CZ0724,8520,5820,82
2020-11-03,CZ080,CZ0801,2043,1393,31
2020-11-03,CZ080,CZ0802,7383,4994,97
2020-11-03,CZ080,CZ0803,7573,5742,58
2020-11-03,CZ080,CZ0804,4351,2861,43
2020-11-03,CZ080,CZ0805,6461,4085,71
2020-11-03,CZ080,CZ0806,9518,6717,144
2020-11-03,,,15,932,0
2020-11-04,CZ010,CZ0100,47738,40026,499
2020-11-04,CZ020,CZ020A,5051,4469,36
2020-11-04,CZ020,CZ020B,5061,3653,35
2020-11-04,CZ020,CZ020C,2111,1194,22
2020-11-04,CZ020,CZ0201,4759,3215,58
2020-11-04,CZ020,CZ0202,3175,2350,26
2020-11-04,CZ020,CZ0203,5168,3616,37
2020-11-04,CZ020,CZ0204,4036,2848,63
2020-11-04,CZ020,CZ0205,2062,1401,31
2020-11-04,CZ020,CZ0206,3460,2536,39
2020-11-04,CZ020,CZ0207,4338,2910,59
2020-11-04,CZ020,CZ0208,3284,2394,43
2020-11-04,CZ020,CZ0209,6076,4941,41
2020-11-04,CZ031,CZ0311,7153,5101,74
2020-11-04,CZ031,CZ0312,1462,933,28
2020-11-04,CZ031,CZ0313,2833,1593,50
2020-11-04,CZ031,CZ0314,2601,1684,25
2020-11-04,CZ031,CZ0315,1572,972,44
2020-11-04,CZ031,CZ0316,2338,1556,43
2020-11-04,CZ031,CZ0317,3977,2539,60
2020-11-04,CZ032,CZ0321,1945,1474,34
2020-11-04,CZ032,CZ0322,2895,1907,34
2020-11-04,CZ032,CZ0323,7688,5792,65
2020-11-04,CZ032,CZ0324,2806,1963,40
2020-11-04,CZ032,CZ0325,3275,2476,24
2020-11-04,CZ032,CZ0326,1551,1059,25
2020-11-04,CZ032,CZ0327,1405,911,24
2020-11-04,CZ041,CZ0411,2142,1563,90
2020-11-04,CZ041,CZ0412,2933,1995,52
2020-11-04,CZ041,CZ0413,2385,1474,65
2020-11-04,CZ042,CZ0421,3229,2002,56
2020-11-04,CZ042,CZ0422,4138,2635,78
2020-11-04,CZ042,CZ0423,4571,3212,62
2020-11-04,CZ042,CZ0424,2484,1583,39
2020-11-04,CZ042,CZ0425,2882,1607,35
2020-11-04,CZ042,CZ0426,2952,1899,33
2020-11-04,CZ042,CZ0427,3826,2536,37
2020-11-04,CZ051,CZ0511,2520,1420,15
2020-11-04,CZ051,CZ0512,3218,1995,41
2020-11-04,CZ051,CZ0513,7090,5007,51
2020-11-04,CZ051,CZ0514,2842,1806,30
2020-11-04,CZ052,CZ0521,6108,4146,61
2020-11-04,CZ052,CZ0522,2392,1395,32
2020-11-04,CZ052,CZ0523,5143,3373,67
2020-11-04,CZ052,CZ0524,2530,1542,21
2020-11-04,CZ052,CZ0525,4142,2594,55
2020-11-04,CZ053,CZ0531,3824,2276,41
2020-11-04,CZ053,CZ0532,5647,3517,52
2020-11-04,CZ053,CZ0533,3514,2276,39
2020-11-04,CZ053,CZ0534,4494,2861,43
2020-11-04,CZ063,CZ0631,3115,1841,47
2020-11-04,CZ063,CZ0632,3827,2701,56
2020-11-04,CZ063,CZ0633,2997,1818,44
2020-11-04,CZ063,CZ0634,3598,2483,74
2020-11-04,CZ063,CZ0635,4582,3206,56
2020-11-04,CZ064,CZ0641,3226,2098,60
2020-11-04,CZ064,CZ0642,11918,8514,143
2020-11-04,CZ064,CZ0643,6662,4310,79
2020-11-04,CZ064,CZ0644,2482,1486,57
2020-11-04,CZ064,CZ0645,6283,4092,99
2020-11-04,CZ064,CZ0646,2543,1549,44
2020-11-04,CZ064,CZ0647,2685,1684,68
2020-11-04,CZ071,CZ0711,1229,759,21
2020-11-04,CZ071,CZ0712,9042,6333,122
2020-11-04,CZ071,CZ0713,4584,2902,40
2020-11-04,CZ071,CZ0714,5093,3008,58
2020-11-04,CZ071,CZ0715,3695,2195,54
2020-11-04,CZ072,CZ0721,4360,2907,46
2020-11-04,CZ072,CZ0722,7419,5218,102
2020-11-04,CZ072,CZ0723,5651,3362,54
2020-11-04,CZ072,CZ0724,8845,5962,85
2020-11-04,CZ080,CZ0801,2115,1433,32
2020-11-04,CZ080,CZ0802,7882,5155,98
2020-11-04,CZ080,CZ0803,7843,5818,60
2020-11-04,CZ080,CZ0804,4584,2918,47
2020-11-04,CZ080,CZ0805,6725,4228,76
2020-11-04,CZ080,CZ0806,9933,6885,152
2020-11-04,,,15,959,0
2020-11-05,CZ010,CZ0100,48599,41681,509
2020-11-05,CZ020,CZ020A,5141,4693,36
2020-11-05,CZ020,CZ020B,5247,3934,36
2020-11-05,CZ020,CZ020C,2220,1391,23
2020-11-05,CZ020,CZ0201,4989,3478,60
2020-11-05,CZ020,CZ0202,3254,2531,28
2020-11-05,CZ020,CZ0203,5309,3893,38
2020-11-05,CZ020,CZ0204,4168,2989,63
2020-11-05,CZ020,CZ0205,2167,1514,32
2020-11-05,CZ020,CZ0206,3547,2677,42
2020-11-05,CZ020,CZ0207,4501,3102,59
2020-11-05,CZ020,CZ0208,3427,2534,43
2020-11-05,CZ020,CZ0209,6241,5184,42
2020-11-05,CZ031,CZ0311,7427,5608,77
2020-11-05,CZ031,CZ0312,1503,1016,29
2020-11-05,CZ031,CZ0313,2943,1790,53
2020-11-05,CZ031,CZ0314,2753,1790,26
2020-11-05,CZ031,CZ0315,1688,1075,50
2020-11-05,CZ031,CZ0316,2518,1689,45
2020-11-05,CZ031,CZ0317,4129,2802,63
2020-11-05,CZ032,CZ0321,1987,1531,36
2020-11-05,CZ032,CZ0322,3004,2024,38
2020-11-05,CZ032,CZ0323,7824,6118,68
2020-11-05,CZ032,CZ0324,2890,2088,41
2020-11-05,CZ032,CZ0325,3335,2617,29
2020-11-05,CZ032,CZ0326,1610,1146,26
2020-11-05,CZ032,CZ0327,1459,971,27
2020-11-05,CZ041,CZ0411,2217,1640,92
2020-11-05,CZ041,CZ0412,3025,2090,55
2020-11-05,CZ041,CZ0413,2538,1540,65
2020-11-05,CZ042,CZ0421,3361,2204,59
2020-11-05,CZ042,CZ0422,4259,2814,81
2020-11-05,CZ042,CZ0423,4709,3428,62
2020-11-05,CZ042,CZ0424,2591,1713,39
2020-11-05,CZ042,CZ0425,3005,1737,43
2020-11-05,CZ042,CZ0426,3057,1978,34
2020-11-05,CZ042,CZ0427,3970,2685,38
2020-11-05,CZ051,CZ0511,2661,1562,15
2020-11-05,CZ051,CZ0512,3361,2134,41
2020-11-05,CZ051,CZ0513,7331,5256,53
2020-11-05,CZ051,CZ0514,2967,1946,30
2020-11-05,CZ052,CZ0521,6243,4414,66
2020-11-05,CZ052,CZ0522,2497,1519,35
2020-11-05,CZ052,CZ0523,5328,3543,71
2020-11-05,CZ052,CZ0524,2650,1682,23
2020-11-05,CZ052,CZ0525,4313,2777,57
2020-11-05,CZ053,CZ0531,4038,2475,42
2020-11-05,CZ053,CZ0532,5896,3775,53
2020-11-05,CZ053,CZ0533,3669,2462,40
2020-11-05,CZ053,CZ0534,4671,3122,48
2020-11-05,CZ063,CZ0631,3263,2014,50
2020-11-05,CZ063,CZ0632,4099,2865,59
2020-11-05,CZ063,CZ0633,3199,2003,44
2020-11-05,CZ063,CZ0634,3778,2635,78
2020-11-05,CZ063,CZ0635,4812,3396,57
2020-11-05,CZ064,CZ0641,3348,2260,62
2020-11-05,CZ064,CZ0642,12321,9001,152
2020-11-05,CZ064,CZ0643,6947,4685,84
2020-11-05,CZ064,CZ0644,2591,1622,64
2020-11-05,CZ064,CZ0645,6549,4425,103
2020-11-05,CZ064,CZ0646,2627,1742,45
2020-11-05,CZ064,CZ0647,2792,1828,69
2020-11-05,CZ071,CZ0711,1324,818,22
2020-11-05,CZ071,CZ0712,9298,6632,124
2020-11-05,CZ071,CZ0713,4719,3136,42
2020-11-05,CZ071,CZ0714,5264,3319,62
2020-11-05,CZ071,CZ0715,3806,2394,55
2020-11-05,CZ072,CZ0721,4496,3153,52
2020-11-05,CZ072,CZ0722,7650,5504,105
2020-11-05,CZ072,CZ0723,6006,3805,58
2020-11-05,CZ072,CZ0724,9094,6449,91
2020-11-05,CZ080,CZ0801,2299,1522,33
2020-11-05,CZ080,CZ0802,8170,5495,102
2020-11-05,CZ080,CZ0803,8161,6131,64
2020-11-05,CZ080,CZ0804,4827,3156,48
2020-11-05,CZ080,CZ0805,6991,4516,78
2020-11-05,CZ080,CZ0806,10226,7284,157
2020-11-05,,,16,985,0
2020-11-06,CZ010,CZ0100,49305,43249,526
2020-11-06,CZ020,CZ020A,5232,4885,39
2020-11-06,CZ020,CZ020B,5426,4214,36
2020-11-06,CZ020,CZ020C,2292,1507,24
2020-11-06,CZ020,CZ0201,5217,3738,63
2020-11-06,CZ020,CZ0202,3322,2689,31
2020-11-06,CZ020,CZ0203,5422,4143,42
2020-11-06,CZ020,CZ0204,4310,3185,64
2020-11-06,CZ020,CZ0205,2245,1607,34
2020-11-06,CZ020,CZ0206,3626,2848,44
2020-11-06,CZ020,CZ0207,4661,3323,60
2020-11-06,CZ020,CZ0208,3488,2679,45
2020-11-06,CZ020,CZ0209,6400,5460,42
2020-11-06,CZ031,CZ0311,7752,6017,86
2020-11-06,CZ031,CZ0312,1620,1105,32
2020-11-06,CZ031,CZ0313,3252,1944,57
2020-11-06,CZ031,CZ0314,2945,1915,27
2020-11-06,CZ031,CZ0315,1795,1168,51
2020-11-06,CZ031,CZ0316,2542,1818,50
2020-11-06,CZ031,CZ0317,4284,3123,68
2020-11-06,CZ032,CZ0321,2044,1633,39
2020-11-06,CZ032,CZ0322,3118,2188,39
2020-11-06,CZ032,CZ0323,7959,6433,74
2020-11-06,CZ032,CZ0324,2941,2208,43
2020-11-06,CZ032,CZ0325,3413,2741,29
2020-11-06,CZ032,CZ0326,1653,1211,27
2020-11-06,CZ032,CZ0327,1496,1047,29
2020-11-06,CZ041,CZ0411,2256,1694,93
2020-11-06,CZ041,CZ0412,3082,2181,57
2020-11-06,CZ041,CZ0413,2557,1670,70
2020-11-06,CZ042,CZ0421,3489,2394,59
2020-11-06,CZ042,CZ0422,4373,3039,82
2020-11-06,CZ042,CZ0423,4966,3742,65
2020-11-06,CZ042,CZ0424,2655,1821,42
2020-11-06,CZ042,CZ0425,3105,1950,43
2020-11-06,CZ042,CZ0426,3214,2088,38
2020-11-06,CZ042,CZ0427,4112,2891,40
2020-11-06,CZ051,CZ0511,2762,1717,17
2020-11-06,CZ051,CZ0512,3514,2280,41
2020-11-06,CZ051,CZ0513,7534,5550,55
2020-11-06,CZ051,CZ0514,3139,2055,31
2020-11-06,CZ052,CZ0521,6388,4667,69
2020-11-06,CZ052,CZ0522,2625,1646,36
2020-11-06,CZ052,CZ0523,5439,3781,73
2020-11-06,CZ052,CZ0524,2705,1785,25
2020-11-06,CZ052,CZ0525,4465,2955,60
2020-11-06,CZ053,CZ0531,4182,2695,42
2020-11-06,CZ053,CZ0532,6092,4077,54
2020-11-06,CZ053,CZ0533,3811,2617,45
2020-11-06,CZ053,CZ0534,4904,3330,51
2020-11-06,CZ063,CZ0631,3359,2143,52
2020-11-06,CZ063,CZ0632,4227,2997,62
2020-11-06,CZ063,CZ0633,3347,2171,45
2020-11-06,CZ063,CZ0634,3973,2757,81
2020-11-06,CZ063,CZ0635,4981,3615,62
2020-11-06,CZ064,CZ0641,3461,2467,64
2020-11-06,CZ064,CZ0642,12710,9495,156
2020-11-06,CZ064,CZ0643,7203,5014,92
2020-11-06,CZ064,CZ0644,2671,1759,68
2020-11-06,CZ064,CZ0645,6677,4774,107
2020-11-06,CZ064,CZ0646,2718,1859,47
2020-11-06,CZ064,CZ0647,2887,1944,70
2020-11-06,CZ071,CZ0711,1393,891,22
2020-11-06,CZ071,CZ0712,9520,6994,128
2020-11-06,CZ071,CZ0713,4893,3346,42
2020-11-06,CZ071,CZ0714,5458,3657,63
2020-11-06,CZ071,CZ0715,3942,2599,59
2020-11-06,CZ072,CZ0721,4602,3364,54
2020-11-06,CZ072,CZ0722,7839,5754,107
2020-11-06,CZ072,CZ0723,6222,4069,61
2020-11-06,CZ072,CZ0724,9298,6866,99
2020-11-06,CZ080,CZ0801,2369,1657,34
2020-11-06,CZ080,CZ0802,8421,5936,107
2020-11-06,CZ080,CZ0803,8380,6425,71
2020-11-06,CZ080,CZ0804,4982,3414,53
2020-11-06,CZ080,CZ0805,7220,4829,81
2020-11-06,CZ080,CZ0806,10487,7676,161
2020-11-06,,,18,1020,0
2020-11-07,CZ010,CZ0100,49705,44000,537
2020-11-07,CZ020,CZ020A,5282,4977,39
2020-11-07,CZ020,CZ020B,5540,4248,37
2020-11-07,CZ020,CZ020C,2327,1542,25
2020-11-07,CZ020,CZ0201,5254,3814,66
2020-11-07,CZ020,CZ0202,3370,2708,31
2020-11-07,CZ020,CZ0203,5524,4192,47
2020-11-07,CZ020,CZ0204,4352,3231,66
2020-11-07,CZ020,CZ0205,2296,1632,37
2020-11-07,CZ020,CZ0206,3680,2879,45
2020-11-07,CZ020,CZ0207,4767,3396,60
2020-11-07,CZ020,CZ0208,3563,2710,45
2020-11-07,CZ020,CZ0209,6467,5592,44
2020-11-07,CZ031,CZ0311,7909,6195,87
2020-11-07,CZ031,CZ0312,1657,1121,35
2020-11-07,CZ031,CZ0313,3364,2068,63
2020-11-07,CZ031,CZ0314,2964,1938,28
2020-11-07,CZ031,CZ0315,1875,1174,53
2020-11-07,CZ031,CZ0316,2766,1857,52
2020-11-07,CZ031,CZ0317,4319,3191,71
2020-11-07,CZ032,CZ0321,2073,1688,42
2020-11-07,CZ032,CZ0322,3131,2283,40
2020-11-07,CZ032,CZ0323,8007,6551,80
2020-11-07,CZ032,CZ0324,2966,2244,45
2020-11-07,CZ032,CZ0325,3441,2787,30
2020-11-07,CZ032,CZ0326,1660,1247,28
2020-11-07,CZ032,CZ0327,1542,1084,30
2020-11-07,CZ041,CZ0411,2341,1720,94
2020-11-07,CZ041,CZ0412,3240,2275,62
2020-11-07,CZ041,CZ0413,2691,1757,70
2020-11-07,CZ042,CZ0421,3567,2443,62
2020-11-07,CZ042,CZ0422,4514,3198,84
2020-11-07,CZ042,CZ0423,5090,3783,69
2020-11-07,CZ042,CZ0424,2751,1855,43
2020-11-07,CZ042,CZ0425,3242,2102,44
2020-11-07,CZ042,CZ0426,3283,2212,38
2020-11-07,CZ042,CZ0427,4177,3007,43
2020-11-07,CZ051,CZ0511,2835,1810,19
2020-11-07,CZ051,CZ0512,3610,2373,42
2020-11-07,CZ051,CZ0513,7670,5667,56
2020-11-07,CZ051,CZ0514,3199,2120,32
2020-11-07,CZ052,CZ0521,6510,4789,74
2020-11-07,CZ052,CZ0522,2721,1691,38
2020-11-07,CZ052,CZ0523,5504,3981,77
2020-11-07,CZ052,CZ0524,2802,1872,26
2020-11-07,CZ052,CZ0525,4526,3059,66
2020-11-07,CZ053,CZ0531,4248,2763,42
2020-11-07,CZ053,CZ0532,6203,4253,61
2020-11-07,CZ053,CZ0533,3899,2733,45
2020-11-07,CZ053,CZ0534,4996,3480,57
2020-11-07,CZ063,CZ0631,3560,2245,52
2020-11-07,CZ063,CZ0632,4357,3059,65
2020-11-07,CZ063,CZ0633,3444,2201,47
2020-11-07,CZ063,CZ0634,4132,2862,83
2020-11-07,CZ063,CZ0635,5080,3761,62
2020-11-07,CZ064,CZ0641,3525,2508,67
2020-11-07,CZ064,CZ0642,12948,9750,161
2020-11-07,CZ064,CZ0643,7362,5171,96
2020-11-07,CZ064,CZ0644,2743,1826,70
2020-11-07,CZ064,CZ0645,6798,4824,113
2020-11-07,CZ064,CZ0646,2782,1890,47
2020-11-07,CZ064,CZ0647,2966,1969,71
2020-11-07,CZ071,CZ0711,1431,924,26
2020-11-07,CZ071,CZ0712,9636,7186,132
2020-11-07,CZ071,CZ0713,4983,3448,46
2020-11-07,CZ071,CZ0714,5540,3742,67
2020-11-07,CZ071,CZ0715,4010,2663,59
2020-11-07,CZ072,CZ0721,4652,3416,57
2020-11-07,CZ072,CZ0722,7966,5880,110
2020-11-07,CZ072,CZ0723,6380,4234,62
2020-11-07,CZ072,CZ0724,9419,7018,106
2020-11-07,CZ080,CZ0801,2491,1706,36
2020-11-07,CZ080,CZ0802,8613,6117,115
2020-11-07,CZ080,CZ0803,8632,6541,75
2020-11-07,CZ080,CZ0804,5111,3489,56
2020-11-07,CZ080,CZ0805,7414,5039,86
2020-11-07,CZ080,CZ0806,10663,7881,162
2020-11-07,,,18,1037,0
2020-11-08,CZ010,CZ0100,49903,45204,552
2020-11-08,CZ020,CZ020A,5303,5146,40
2020-11-08,CZ020,CZ020B,5581,4476,40
2020-11-08,CZ020,CZ020C,2335,1642,26
2020-11-08,CZ020,CZ0201,5336,4024,72
2020-11-08,CZ020,CZ0202,3379,2816,31
2020-11-08,CZ020,CZ0203,5573,4403,50
2020-11-08,CZ020,CZ0204,4370,3385,67
2020-11-08,CZ020,CZ0205,2322,1713,39
2020-11-08,CZ020,CZ0206,3689,2996,46
2020-11-08,CZ020,CZ0207,4800,3590,67
2020-11-08,CZ020,CZ0208,3571,2859,48
2020-11-08,CZ020,CZ0209,6511,5848,46
2020-11-08,CZ031,CZ0311,7995,6498,90
2020-11-08,CZ031,CZ0312,1674,1164,37
2020-11-08,CZ031,CZ0313,3376,2245,64
2020-11-08,CZ031,CZ0314,2969,2094,28
2020-11-08,CZ031,CZ0315,1881,1269,54
2020-11-08,CZ031,CZ0316,2773,1977,57
2020-11-08,CZ031,CZ0317,4399,3358,76
2020-11-08,CZ032,CZ0321,2095,1772,44
2020-11-08,CZ032,CZ0322,3175,2424,41
2020-11-08,CZ032,CZ0323,8061,6824,83
2020-11-08,CZ032,CZ0324,2988,2359,46
2020-11-08,CZ032,CZ0325,3477,2905,33
2020-11-08,CZ032,CZ0326,1667,1334,28
2020-11-08,CZ032,CZ0327,1584,1138,30
2020-11-08,CZ041,CZ0411,2350,1782,96
2020-11-08,CZ041,CZ0412,3253,2446,64
2020-11-08,CZ041,CZ0413,2696,1889,70
2020-11-08,CZ042,CZ0421,3591,2612,63
2020-11-08,CZ042,CZ0422,4554,3391,87
2020-11-08,CZ042,CZ0423,5098,4054,70
2020-11-08,CZ042,CZ0424,2772,2002,43
2020-11-08,CZ042,CZ0425,3307,2245,48
2020-11-08,CZ042,CZ0426,3342,2360,40
2020-11-08,CZ042,CZ0427,4218,3129,43
2020-11-08,CZ051,CZ0511,2853,1939,20
2020-11-08,CZ051,CZ0512,3653,2510,46
2020-11-08,CZ051,CZ0513,7814,5919,59
2020-11-08,CZ051,CZ0514,3233,2257,34
